FileType=PCF
NHL=14
Date=08/27/17	12:54:08
Facility=APL
Serial=16328-9
Customer=NASA
NP=6
Mach=0.150000
Calibration=1:1
CalPts=490
TstPts=95
PortNumbering=AP Standard
Units=Torr C m/s kg/m^3 deg mm 
Theta[deg]	Phi[deg]	P1[Torr]	P2[Torr]	P3[Torr]	P4[Torr]	P5[Torr]	P6[Torr]	Pt[Torr]	Ps[Abs,Torr]	Ts[C]	
  0.000	  0.000	 11.13826	  5.97723	  5.92983	  6.00602	  5.98324	  0.08086	 11.12374	709.58801	 25.60	
  1.691	128.401	 11.14240	  5.63287	  6.23039	  6.38893	  5.56467	  0.08020	 11.12620	709.59698	 25.60	
  1.692	 77.194	 11.15057	  6.09039	  5.78064	  6.53492	  5.45921	  0.07765	 11.13775	709.56000	 25.50	
  1.699	 26.182	 11.11320	  6.42627	  5.42463	  6.19082	  5.72558	  0.07176	 11.10109	709.57501	 25.50	
  1.699	-26.182	 11.14227	  6.44366	  5.45116	  5.76630	  6.19019	  0.06929	 11.12859	709.61200	 25.50	
  1.692	-77.194	 11.13030	  6.05096	  5.80473	  5.49496	  6.45718	  0.06540	 11.12247	709.57501	 25.50	
  1.691	-128.401	 11.14227	  5.62891	  6.25343	  5.57639	  6.39349	  0.07339	 11.13252	709.58899	 25.50	
  1.700	180.000	 11.13086	  5.43794	  6.43172	  5.97105	  5.96496	  0.07653	 11.11748	709.41901	 25.50	
  3.400	180.000	 11.12102	  4.82288	  6.98986	  5.89658	  5.87518	  0.05249	 11.12491	709.46698	 25.50	
  3.388	-152.325	 11.11827	  4.93899	  6.85155	  5.39360	  6.39883	  0.04541	 11.11542	709.54303	 25.50	
  3.397	-124.529	 11.11891	  5.25882	  6.48536	  5.04483	  6.81717	  0.03796	 11.12006	709.56097	 25.40	
  3.399	-96.763	 11.11064	  5.72534	  5.97222	  4.87838	  7.00962	  0.02489	 11.11526	709.49298	 25.40	
  3.394	-69.283	 11.10689	  6.26479	  5.44470	  4.93722	  6.93913	  0.02191	 11.11460	709.46503	 25.40	
  3.400	-41.398	 11.10676	  6.73303	  5.02495	  5.20789	  6.62043	  0.04357	 11.10995	709.38397	 25.40	
  3.401	-14.021	 11.11095	  6.99971	  4.80742	  5.64182	  6.14891	  0.03167	 11.11862	709.46198	 25.40	
  3.401	 14.021	 11.11332	  7.00452	  4.79920	  6.18959	  5.60204	  0.04418	 11.11913	709.48700	 25.40	
  3.400	 41.398	 11.10951	  6.74177	  5.00950	  6.66817	  5.15935	  0.04729	 11.11135	709.54401	 25.40	
  3.394	 69.283	 11.12490	  6.28855	  5.42866	  6.99607	  4.89578	  0.04806	 11.12703	709.37201	 25.40	
  3.399	 96.763	 11.10094	  5.73965	  5.93835	  7.04996	  4.82554	  0.04615	 11.10724	709.40900	 25.40	
  3.397	124.529	 11.08141	  5.24804	  6.43970	  6.83659	  4.98051	  0.04744	 11.08797	709.51202	 25.40	
  3.388	152.325	 11.09645	  4.93088	  6.82813	  6.42027	  5.35212	  0.05348	 11.09885	709.52600	 25.40	
  5.099	161.165	 11.05847	  4.25824	  7.40908	  6.37259	  5.23793	  0.01249	 11.10382	709.57397	 25.40	
  5.109	142.013	 11.06417	  4.50856	  7.12368	  6.90159	  4.76964	  0.00771	 11.11881	709.50702	 25.40	
  5.095	123.033	 11.06804	  4.89988	  6.68379	  7.30171	  4.43661	  0.00231	 11.12445	709.40302	 25.30	
  5.105	104.191	 11.05857	  5.38857	  6.14837	  7.53868	  4.23208	  0.00069	 11.11742	709.49597	 25.30	
  5.093	 85.207	 11.04895	  5.94407	  5.57668	  7.57914	  4.19149	  0.00474	 11.10112	709.56598	 25.30	
  5.104	 66.290	 11.05479	  6.49953	  5.05104	  7.43679	  4.31606	  0.00682	 11.10407	709.46399	 25.30	
  5.094	 47.331	 11.04928	  6.98138	  4.61142	  7.10953	  4.58804	  0.01028	 11.10250	709.48700	 25.30	
  5.089	 28.397	 11.07488	  7.35888	  4.31440	  6.67194	  5.00471	  0.00654	 11.12502	709.56702	 25.30	
  5.096	  9.576	 11.05566	  7.54181	  4.14985	  6.12213	  5.50548	  0.00125	 11.11438	709.60797	 25.30	
  5.096	 -9.576	 11.06180	  7.54496	  4.15913	  5.55258	  6.08388	 -0.00960	 11.12463	709.50702	 25.30	
  5.089	-28.397	 11.06046	  7.34310	  4.32774	  5.05212	  6.61309	 -0.01982	 11.12171	709.50500	 25.30	
  5.094	-47.331	 11.03715	  6.96004	  4.63117	  4.62655	  7.06564	 -0.03320	 11.09736	709.61401	 25.30	
  5.104	-66.290	 11.04784	  6.47525	  5.07273	  4.34295	  7.40441	 -0.04221	 11.10448	709.42499	 25.30	
  5.093	-85.207	 11.05875	  5.92131	  5.60939	  4.22134	  7.55575	 -0.03864	 11.11491	709.36102	 25.30	
  5.105	-104.191	 11.05122	  5.35263	  6.17407	  4.25000	  7.50248	 -0.02749	 11.10509	709.51300	 25.30	
  5.095	-123.033	 11.04939	  4.86010	  6.69673	  4.44990	  7.25131	 -0.01104	 11.09509	709.58502	 25.30	
  5.109	-142.013	 11.06603	  4.48167	  7.14133	  4.80138	  6.85279	  0.00189	 11.10654	709.58301	 25.30	
  5.099	-161.165	 11.07524	  4.25222	  7.42726	  5.27336	  6.34240	  0.01195	 11.11726	709.48798	 25.30	
  5.100	180.000	 11.05628	  4.17417	  7.50533	  5.80650	  5.77823	  0.01356	 11.09840	709.49500	 25.30	
  6.800	180.000	 11.00192	  3.53941	  8.02725	  5.71307	  5.68536	 -0.05122	 11.12167	709.59497	 25.30	
  6.796	-166.229	 11.00000	  3.58711	  7.95929	  5.17778	  6.22750	 -0.04620	 11.11714	709.62000	 25.20	
  6.808	-152.311	 10.97971	  3.74412	  7.74204	  4.67791	  6.74393	 -0.05166	 11.09763	709.59497	 25.20	
  6.795	-138.383	 10.98327	  4.02849	  7.41304	  4.25206	  7.23251	 -0.06544	 11.10655	709.45398	 25.20	
  6.792	-124.591	 10.98913	  4.41481	  6.99189	  3.92504	  7.63362	 -0.07654	 11.12390	709.48700	 25.20	
  6.787	-110.754	 10.95917	  4.86510	  6.47302	  3.69496	  7.89224	 -0.08702	 11.10299	709.56403	 25.20	
  6.800	-96.985	 10.96955	  5.39106	  5.93913	  3.58645	  8.04538	 -0.10788	 11.11731	709.43903	 25.20	
  6.800	-83.015	 10.95920	  5.94941	  5.37411	  3.58841	  8.04197	 -0.12314	 11.10947	709.47900	 25.20	
  6.787	-69.246	 10.94265	  6.48558	  4.84910	  3.70484	  7.89018	 -0.12004	 11.09407	709.57501	 25.20	
  6.792	-55.409	 10.94910	  6.99906	  4.39460	  3.93499	  7.62739	 -0.11838	 11.10564	709.42603	 25.20	
  6.795	-41.617	 10.96133	  7.44460	  4.01935	  4.27504	  7.24648	 -0.10651	 11.11650	709.53601	 25.20	
  6.808	-27.689	 10.93157	  7.76929	  3.71666	  4.69313	  6.75016	 -0.08751	 11.09186	709.49799	 25.20	
  6.796	-13.771	 10.95991	  7.99880	  3.55408	  5.20055	  6.23583	 -0.07656	 11.11858	709.50201	 25.20	
  6.800	  0.000	 10.94976	  8.06300	  3.48824	  5.72717	  5.68524	 -0.07338	 11.10627	709.52100	 25.20	
  6.796	 13.771	 10.94126	  7.98795	  3.53670	  6.27368	  5.13844	 -0.05993	 11.09539	709.52698	 25.20	
  6.808	 27.689	 10.94462	  7.78624	  3.69825	  6.80113	  4.64592	 -0.05170	 11.09186	709.59100	 25.20	
  6.795	 41.617	 10.96259	  7.46094	  3.99120	  7.27853	  4.23863	 -0.05179	 11.10871	709.61102	 25.20	
  6.792	 55.409	 10.96745	  7.03361	  4.36820	  7.66563	  3.91194	 -0.05381	 11.11271	709.40302	 25.20	
  6.787	 69.246	 10.96872	  6.53004	  4.82625	  7.93528	  3.68636	 -0.05653	 11.11477	709.56097	 25.20	
  6.800	 83.015	 10.94550	  5.97809	  5.32808	  8.06652	  3.55609	 -0.07069	 11.09400	709.54102	 25.20	
  6.800	 96.985	 10.96548	  5.43245	  5.89452	  8.07903	  3.56307	 -0.07686	 11.11584	709.45898	 25.20	
  6.787	110.754	 10.96152	  4.91563	  6.43301	  7.93080	  3.67813	 -0.06997	 11.11223	709.41998	 25.20	
  6.792	124.591	 10.96086	  4.45004	  6.94175	  7.65632	  3.90152	 -0.07036	 11.10690	709.59198	 25.20	
  6.795	138.383	 10.95707	  4.06379	  7.37566	  7.26251	  4.22778	 -0.06315	 11.09779	709.51501	 25.20	
  6.808	152.311	 10.97255	  3.77417	  7.72721	  6.79612	  4.64726	 -0.04769	 11.10858	709.58899	 25.20	
  6.796	166.229	 10.99438	  3.60747	  7.94777	  6.27113	  5.14648	 -0.04685	 11.11966	709.47101	 25.20	
  8.491	168.704	 10.85587	  2.94314	  8.41699	  6.14436	  4.98956	 -0.12912	 11.10692	709.44800	 25.20	
  8.502	157.493	 10.83195	  3.07848	  8.23179	  6.68171	  4.47498	 -0.12293	 11.09370	709.48102	 25.10	
  8.494	146.194	 10.83312	  3.32388	  7.94740	  7.20054	  4.02225	 -0.13510	 11.10215	709.38800	 25.10	
  8.495	135.039	 10.82611	  3.63769	  7.56696	  7.65752	  3.62394	 -0.15673	 11.10740	709.38800	 25.10	
  8.487	123.723	 10.80687	  4.03981	  7.09222	  8.02972	  3.30230	 -0.16591	 11.09094	709.34399	 25.10	
  8.492	112.575	 10.81182	  4.50208	  6.58430	  8.31551	  3.07673	 -0.16786	 11.09703	709.42603	 25.10	
  8.510	101.220	 10.81849	  5.02937	  6.03363	  8.49849	  2.93882	 -0.17426	 11.10881	709.35498	 25.10	
  8.500	 90.000	 10.81073	  5.57406	  5.46923	  8.54645	  2.89600	 -0.16884	 11.09495	709.46997	 25.10	
  8.510	 78.780	 10.82790	  6.14332	  4.92739	  8.50424	  2.94567	 -0.15398	 11.11685	709.40802	 25.10	
  8.492	 67.425	 10.81161	  6.68416	  4.40232	  8.31153	  3.08717	 -0.13300	 11.09544	709.27899	 25.10	
  8.487	 56.277	 10.81592	  7.19184	  3.94929	  8.04076	  3.31245	 -0.12582	 11.09881	709.41498	 25.10	
  8.495	 44.961	 10.82891	  7.66278	  3.55297	  7.67884	  3.62976	 -0.13041	 11.12021	709.54401	 25.10	
  8.494	 33.806	 10.79753	  8.01242	  3.23284	  7.20433	  4.01846	 -0.12425	 11.08750	709.45398	 25.10	
  8.502	 22.507	 10.82028	  8.31484	  3.00681	  6.71238	  4.48606	 -0.12940	 11.11317	709.56702	 25.10	
  8.491	 11.296	 10.78845	  8.45735	  2.86920	  6.15270	  4.98393	 -0.14257	 11.08753	709.47400	 25.10	
  8.500	  0.000	 10.78406	  8.51374	  2.82305	  5.58386	  5.53981	 -0.15117	 11.08152	709.50702	 25.10	
  8.491	-11.296	 10.80926	  8.47046	  2.88363	  5.05176	  6.11174	 -0.15367	 11.10834	709.46997	 25.10	
  8.502	-22.507	 10.80529	  8.29256	  3.02343	  4.53524	  6.65524	 -0.16039	 11.10405	709.48999	 25.10	
  8.494	-33.806	 10.82222	  8.01620	  3.26631	  4.07016	  7.18678	 -0.17941	 11.12078	709.36700	 25.10	
  8.495	-44.961	 10.80994	  7.62792	  3.58114	  3.66439	  7.63322	 -0.20227	 11.10582	709.43402	 25.10	
  8.487	-56.277	 10.80238	  7.15475	  3.98601	  3.35043	  7.99587	 -0.20492	 11.09096	709.33899	 25.10	
  8.492	-67.425	 10.80178	  6.64303	  4.44182	  3.11335	  8.27895	 -0.21764	 11.09395	709.33801	 25.10	
  8.510	-78.780	 10.81934	  6.09498	  4.96953	  2.96579	  8.47331	 -0.22339	 11.11085	709.48999	 25.10	
  8.500	-90.000	 10.80303	  5.51959	  5.51500	  2.91151	  8.51149	 -0.21754	 11.09297	709.28400	 25.10	
  8.510	-101.220	 10.80117	  4.96383	  6.07374	  2.94936	  8.44873	 -0.19160	 11.08447	709.37000	 25.10	
  8.492	-112.575	 10.80783	  4.44742	  6.62699	  3.09783	  8.26410	 -0.16569	 11.07798	709.48199	 25.10	
  8.487	-123.723	 10.81957	  3.98874	  7.13503	  3.32514	  7.98317	 -0.15304	 11.08065	709.57397	 25.10	
  8.495	-135.039	 10.84183	  3.59308	  7.59973	  3.63935	  7.61638	 -0.15034	 11.09214	709.51001	 25.10	
  8.494	-146.194	 10.85881	  3.28643	  7.97377	  4.03834	  7.16637	 -0.13621	 11.09919	709.50702	 25.10	
  8.502	-157.493	 10.86068	  3.05879	  8.25476	  4.50901	  6.64214	 -0.12054	 11.09527	709.55200	 25.10	
  8.491	-168.704	 10.87127	  2.93144	  8.42764	  5.02567	  6.10527	 -0.12401	 11.10612	709.51202	 25.10	
  8.500	180.000	 10.86962	  2.88835	  8.48855	  5.57629	  5.55113	 -0.13392	 11.11257	709.50500	 25.10	
 10.200	180.000	 10.70005	  2.21578	  8.92561	  5.40909	  5.38521	 -0.22350	 11.11039	709.48499	 25.10	
 10.191	-170.497	 10.68234	  2.24047	  8.86326	  4.84571	  5.93350	 -0.21929	 11.08365	709.53302	 25.10	
 10.210	-161.034	 10.69814	  2.35270	  8.73134	  4.32256	  6.49802	 -0.20837	 11.09930	709.45697	 25.10	
 10.194	-151.526	 10.71289	  2.55368	  8.50053	  3.83487	  7.05454	 -0.21198	 11.11816	709.37000	 25.10	
 10.190	-142.105	 10.69466	  2.81656	  8.16471	  3.39536	  7.54162	 -0.22308	 11.10651	709.46997	 25.10	
 10.215	-132.646	 10.67410	  3.14561	  7.75946	  3.01897	  7.97582	 -0.22908	 11.09614	709.49597	 25.10	
 10.203	-123.092	 10.67831	  3.56191	  7.29836	  2.71507	  8.36543	 -0.23281	 11.11871	709.43103	 25.10	
 10.192	-113.678	 10.64295	  4.01694	  6.76101	  2.47726	  8.63551	 -0.24566	 11.09446	709.40198	 25.10	
 10.208	-104.249	 10.62559	  4.51752	  6.20877	  2.31302	  8.83508	 -0.27838	 11.09071	709.48700	 25.10	
 10.210	-94.801	 10.62342	  5.06476	  5.64348	  2.23557	  8.94426	 -0.30258	 11.09717	709.52698	 25.10	
 10.210	-85.199	 10.62246	  5.64355	  5.06788	  2.23932	  8.94865	 -0.31937	 11.09542	709.45099	 25.10	
 10.208	-75.751	 10.63753	  6.21849	  4.52922	  2.32532	  8.86372	 -0.32370	 11.11872	709.38898	 25.10	
 10.192	-66.322	 10.62959	  6.76831	  4.02078	  2.49189	  8.65511	 -0.31467	 11.10471	709.38599	 25.10	
 10.203	-56.908	 10.63069	  7.29161	  3.55288	  2.73040	  8.36643	 -0.30242	 11.10361	709.40302	 25.00	
 10.215	-47.354	 10.61907	  7.76928	  3.13197	  3.03878	  7.98667	 -0.29442	 11.09728	709.46997	 25.00	
 10.190	-37.895	 10.63649	  8.18769	  2.80082	  3.42355	  7.55841	 -0.27094	 11.11622	709.45898	 25.10	
 10.194	-28.474	 10.60620	  8.49908	  2.51974	  3.84929	  7.04592	 -0.25366	 11.08615	709.59100	 25.00	
 10.210	-18.966	 10.61927	  8.76213	  2.31844	  4.35000	  6.51211	 -0.24054	 11.10471	709.63300	 25.00	
 10.191	 -9.503	 10.61989	  8.90849	  2.20579	  4.87977	  5.95280	 -0.23742	 11.10160	709.61200	 25.00	
 10.200	  0.000	 10.62864	  8.97384	  2.16056	  5.43838	  5.39273	 -0.23855	 11.11386	709.46503	 25.00	
 10.191	  9.503	 10.62110	  8.92007	  2.19186	  6.00541	  4.82634	 -0.23375	 11.10671	709.53601	 25.00	
 10.210	 18.966	 10.61646	  8.77374	  2.30201	  6.55639	  4.29596	 -0.22345	 11.09882	709.49597	 25.00	
 10.194	 28.474	 10.61600	  8.52680	  2.49929	  7.08723	  3.81389	 -0.21505	 11.09303	709.56097	 25.00	
 10.190	 37.895	 10.63574	  8.21301	  2.76649	  7.59378	  3.38495	 -0.21137	 11.10921	709.54999	 25.00	
 10.215	 47.354	 10.64044	  7.81768	  3.09849	  8.04005	  3.00396	 -0.21219	 11.11480	709.44202	 25.00	
 10.203	 56.908	 10.62842	  7.33371	  3.50419	  8.38934	  2.70589	 -0.20649	 11.09817	709.37201	 25.00	
 10.192	 66.322	 10.63584	  6.81900	  3.97021	  8.67071	  2.48425	 -0.21342	 11.10096	709.44000	 25.00	
 10.208	 75.751	 10.62282	  6.26600	  4.46654	  8.86258	  2.31394	 -0.24092	 11.09225	709.58502	 25.00	
 10.210	 85.199	 10.63966	  5.71168	  5.01541	  8.97730	  2.23903	 -0.26911	 11.11126	709.44800	 25.00	
 10.210	 94.801	 10.62804	  5.13348	  5.58459	  8.96769	  2.23586	 -0.28198	 11.09628	709.54901	 25.00	
 10.208	104.249	 10.62667	  4.58826	  6.14846	  8.86331	  2.31399	 -0.27856	 11.09570	709.51801	 25.00	
