FileType=PCF
NHL=14
Date=03/15/19	09:26:10
Facility=APL
Serial=16071-2
Customer=NASA
NP=6
Mach=0.150000
Calibration=1:1
CalPts=490
TstPts=95
PortNumbering=AP Standard
Units=Torr C m/s kg/m^3 deg mm 
Theta[deg]	Phi[deg]	P1[Torr]	P2[Torr]	P3[Torr]	P4[Torr]	P5[Torr]	P6[Torr]	Pt[Torr]	Ps[Abs,Torr]	Ts[C]	
  0.000	  0.000	 11.06209	  4.40135	  5.17580	  4.72976	  4.71122	  0.27110	 11.07824	704.06000	 24.00	
  1.691	128.401	 11.05722	  4.03982	  5.50576	  5.15508	  4.26208	  0.25869	 11.07820	704.17999	 24.00	
  1.692	 77.194	 11.05826	  4.51267	  5.04073	  5.28869	  4.16002	  0.27954	 11.07269	704.16998	 24.00	
  1.699	 26.182	 11.06344	  4.91832	  4.66099	  4.99141	  4.45511	  0.28967	 11.07425	704.14001	 24.00	
  1.699	-26.182	 11.06413	  4.92886	  4.65674	  4.48589	  4.96255	  0.27703	 11.07586	704.15002	 24.00	
  1.692	-77.194	 11.06025	  4.54545	  5.00956	  4.17970	  5.25186	  0.25678	 11.07703	704.19000	 24.00	
  1.691	-128.401	 11.04709	  4.05161	  5.50039	  4.27145	  5.10760	  0.24108	 11.06895	704.19000	 23.90	
  1.700	180.000	 11.04508	  3.83657	  5.69659	  4.69104	  4.68593	  0.23634	 11.06712	704.17999	 23.90	
  3.400	180.000	 11.01117	  3.22504	  6.27332	  4.60050	  4.61017	  0.17794	 11.07078	704.14001	 23.90	
  3.388	-152.325	 11.01753	  3.36200	  6.12854	  4.08116	  5.17116	  0.17897	 11.07599	704.15002	 23.90	
  3.397	-124.529	 11.02045	  3.71303	  5.75222	  3.71426	  5.60433	  0.17896	 11.07298	704.09003	 23.90	
  3.399	-96.763	 11.03152	  4.24066	  5.20923	  3.55494	  5.83215	  0.18887	 11.07613	704.15997	 23.90	
  3.394	-69.283	 11.04238	  4.79287	  4.69606	  3.64361	  5.78975	  0.22208	 11.07515	704.21002	 23.90	
  3.400	-41.398	 11.04661	  5.26829	  4.28533	  3.96299	  5.45580	  0.24999	 11.06876	704.28003	 23.90	
  3.401	-14.021	 11.05539	  5.53713	  4.05034	  4.44997	  4.95183	  0.26869	 11.07185	704.21997	 23.90	
  3.401	 14.021	 11.06034	  5.53121	  4.05532	  5.00523	  4.40244	  0.28238	 11.07421	704.19000	 23.90	
  3.400	 41.398	 11.05237	  5.24452	  4.29385	  5.48930	  3.93588	  0.28466	 11.06871	704.16998	 23.90	
  3.394	 69.283	 11.04622	  4.75781	  4.72327	  5.80375	  3.63767	  0.27505	 11.06931	704.19000	 23.90	
  3.399	 96.763	 11.03535	  4.20363	  5.24083	  5.86249	  3.55094	  0.25357	 11.07243	704.26001	 23.90	
  3.397	124.529	 11.02425	  3.70964	  5.73782	  5.61605	  3.71970	  0.21538	 11.07034	704.23999	 23.80	
  3.388	152.325	 11.01722	  3.34458	  6.13125	  5.15672	  4.09361	  0.19747	 11.07450	704.21997	 23.80	
  5.099	161.165	 10.93275	  2.66671	  6.71394	  5.06830	  3.98948	  0.11996	 11.06417	704.21997	 23.80	
  5.109	142.013	 10.94734	  2.91344	  6.43202	  5.63260	  3.50182	  0.13403	 11.06935	704.26001	 23.80	
  5.095	123.033	 10.95702	  3.31647	  5.97897	  6.07198	  3.15095	  0.14725	 11.06368	704.26001	 23.80	
  5.105	104.191	 10.97575	  3.83255	  5.44450	  6.35681	  2.95573	  0.17417	 11.06772	704.21997	 23.80	
  5.093	 85.207	 10.99112	  4.39997	  4.88823	  6.43106	  2.93756	  0.21376	 11.06775	704.08002	 23.80	
  5.104	 66.290	 11.00469	  4.96595	  4.37769	  6.29426	  3.07818	  0.21090	 11.06664	704.06000	 23.80	
  5.094	 47.331	 11.01924	  5.49879	  3.92829	  5.96212	  3.38691	  0.22043	 11.06854	704.09998	 23.80	
  5.089	 28.397	 11.01994	  5.89350	  3.60909	  5.50570	  3.80934	  0.25148	 11.06671	704.20001	 23.80	
  5.096	  9.576	 11.02600	  6.09658	  3.45719	  4.96840	  4.31735	  0.23959	 11.07012	704.15997	 23.80	
  5.096	 -9.576	 11.01686	  6.11582	  3.44670	  4.39392	  4.88736	  0.23512	 11.06352	704.28003	 23.70	
  5.089	-28.397	 11.01322	  5.91114	  3.60237	  3.86410	  5.42952	  0.19304	 11.06557	704.28003	 23.70	
  5.094	-47.331	 11.00229	  5.51994	  3.91132	  3.41200	  5.92074	  0.16621	 11.06600	704.28003	 23.70	
  5.104	-66.290	 10.98461	  5.01914	  4.33569	  3.10813	  6.25385	  0.16515	 11.06069	704.27002	 23.70	
  5.093	-85.207	 10.97292	  4.43599	  4.86812	  2.95730	  6.39034	  0.12747	 11.06532	704.31000	 23.70	
  5.105	-104.191	 10.95602	  3.85673	  5.43665	  2.96145	  6.33225	  0.11054	 11.06413	704.28998	 23.70	
  5.095	-123.033	 10.94818	  3.34171	  5.97686	  3.13918	  6.07285	  0.10437	 11.06671	704.31000	 23.70	
  5.109	-142.013	 10.93587	  2.93644	  6.42465	  3.46962	  5.65533	  0.10434	 11.06747	704.34003	 23.70	
  5.099	-161.165	 10.92402	  2.68346	  6.70852	  3.94499	  5.10412	  0.10304	 11.05876	704.37000	 23.70	
  5.100	180.000	 10.92473	  2.59349	  6.81283	  4.50269	  4.52812	  0.11479	 11.06352	704.26001	 23.70	
  6.800	180.000	 10.81503	  1.94861	  7.34273	  4.38130	  4.42821	  0.02489	 11.06414	704.32001	 23.70	
  6.796	-166.229	 10.81251	  2.01787	  7.26527	  3.82739	  4.99734	  0.02445	 11.06399	704.29999	 23.70	
  6.808	-152.311	 10.82197	  2.19715	  7.05395	  3.32321	  5.55836	  0.01569	 11.06860	704.38000	 23.70	
  6.795	-138.383	 10.82808	  2.49117	  6.71013	  2.90485	  6.05711	  0.01716	 11.06397	704.31000	 23.70	
  6.792	-124.591	 10.83024	  2.88539	  6.26043	  2.59105	  6.46015	  0.01634	 11.05669	704.33002	 23.70	
  6.787	-110.754	 10.84547	  3.36316	  5.74887	  2.39009	  6.76064	  0.01644	 11.06207	704.25000	 23.70	
  6.800	-96.985	 10.86389	  3.89884	  5.19933	  2.29111	  6.92760	  0.02355	 11.06220	704.22998	 23.60	
  6.800	-83.015	 10.88498	  4.47909	  4.64636	  2.32035	  6.94153	  0.04313	 11.06743	704.28003	 23.60	
  6.787	-69.246	 10.89878	  5.04389	  4.12899	  2.46390	  6.79062	  0.05675	 11.06541	704.27002	 23.60	
  6.792	-55.409	 10.91512	  5.57818	  3.66867	  2.71518	  6.50946	  0.07456	 11.06436	704.32001	 23.60	
  6.795	-41.617	 10.91968	  6.03081	  3.29267	  3.06901	  6.10722	  0.09785	 11.05325	704.32001	 23.60	
  6.808	-27.689	 10.93528	  6.39160	  3.01238	  3.51665	  5.61981	  0.12253	 11.05793	704.29999	 23.60	
  6.796	-13.771	 10.94969	  6.61908	  2.84695	  4.04760	  5.05628	  0.14472	 11.06334	704.34998	 23.60	
  6.800	  0.000	 10.95557	  6.68066	  2.79502	  4.59501	  4.49713	  0.15299	 11.06643	704.31000	 23.60	
  6.796	 13.771	 10.95374	  6.58956	  2.86112	  5.15516	  3.95406	  0.16314	 11.06393	704.34003	 23.60	
  6.808	 27.689	 10.94278	  6.37203	  3.01706	  5.68566	  3.45963	  0.16357	 11.05510	704.23999	 23.60	
  6.795	 41.617	 10.94102	  5.99637	  3.30037	  6.17466	  3.01966	  0.16143	 11.05850	704.15997	 23.60	
  6.792	 55.409	 10.92830	  5.52072	  3.67822	  6.56049	  2.67345	  0.15452	 11.05793	704.27002	 23.60	
  6.787	 69.246	 10.92125	  4.98212	  4.14459	  6.82619	  2.44602	  0.13585	 11.06356	704.26001	 23.60	
  6.800	 83.015	 10.90228	  4.40407	  4.66279	  6.95154	  2.31253	  0.12359	 11.06292	704.21997	 23.60	
  6.800	 96.985	 10.88625	  3.82872	  5.21184	  6.92501	  2.30133	  0.10874	 11.06239	704.21997	 23.60	
  6.787	110.754	 10.87097	  3.29792	  5.76117	  6.75029	  2.41333	  0.08471	 11.06299	704.25000	 23.60	
  6.792	124.591	 10.84823	  2.82201	  6.27339	  6.44111	  2.62653	  0.06785	 11.05824	704.15002	 23.50	
