FileType=PCF
NHL=14
Date=03/12/19	16:05:16
Facility=APL
Serial=16071-1
Customer=NASA
NP=6
Mach=0.230000
Calibration=1:1
CalPts=490
TstPts=95
PortNumbering=AP Standard
Units=Torr C m/s kg/m^3 deg mm 
Theta[deg]	Phi[deg]	P1[Torr]	P2[Torr]	P3[Torr]	P4[Torr]	P5[Torr]	P6[Torr]	Pt[Torr]	Ps[Abs,Torr]	Ts[C]	
  0.000	  0.000	 25.71574	 10.47610	 11.28853	 11.07536	 10.42343	  0.50061	 25.66924	711.13000	 24.90	
  1.691	128.401	 25.70928	  9.67521	 12.01005	 12.12429	  9.27293	  0.45798	 25.67306	711.12000	 24.90	
  1.692	 77.194	 25.70345	 10.78863	 10.84863	 12.34607	  9.07521	  0.50717	 25.67338	711.09998	 24.90	
  1.699	 26.182	 25.72402	 11.71972	  9.97900	 11.56688	  9.88027	  0.53029	 25.67456	711.03998	 24.90	
  1.699	-26.182	 25.71549	 11.67004	 10.08314	 10.38547	 11.08116	  0.51516	 25.67654	711.12000	 25.00	
  1.692	-77.194	 25.70839	 10.68521	 11.02364	  9.68506	 11.78746	  0.47214	 25.66869	711.09003	 25.00	
  1.691	-128.401	 25.70205	  9.59824	 12.12463	  9.99751	 11.43771	  0.44449	 25.67772	711.09003	 25.00	
  1.700	180.000	 25.69965	  9.11375	 12.56765	 11.09023	 10.30228	  0.42767	 25.67059	711.17999	 25.00	
  3.400	180.000	 25.63594	  7.65954	 13.91314	 11.02936	 10.14032	  0.32205	 25.67822	711.10999	 25.00	
  3.388	-152.325	 25.63589	  7.93597	 13.64618	  9.75583	 11.44211	  0.32741	 25.66953	711.13000	 25.00	
  3.397	-124.529	 25.65478	  8.78392	 12.78028	  8.75016	 12.53357	  0.34280	 25.67199	711.20001	 25.10	
  3.399	-96.763	 25.68027	  9.96373	 11.61645	  8.25374	 13.11759	  0.37131	 25.68528	711.07001	 25.10	
  3.394	-69.283	 25.68485	 11.20510	 10.32477	  8.36883	 13.02881	  0.41438	 25.68801	711.09998	 25.10	
  3.400	-41.398	 25.69976	 12.40132	  9.24145	  9.04376	 12.31259	  0.44626	 25.68703	711.07001	 25.10	
  3.401	-14.021	 25.71262	 13.13733	  8.59774	 10.15591	 11.13294	  0.48271	 25.69134	711.15002	 25.10	
  3.401	 14.021	 25.70985	 13.18873	  8.55020	 11.48058	  9.79570	  0.50938	 25.69949	711.17999	 25.10	
  3.400	 41.398	 25.70335	 12.54975	  9.04188	 12.64388	  8.61699	  0.50423	 25.68164	711.13000	 25.20	
  3.394	 69.283	 25.69850	 11.37678	 10.02571	 13.44011	  7.82036	  0.47200	 25.69593	711.10999	 25.20	
  3.399	 96.763	 25.65766	 10.12153	 11.29841	 13.68473	  7.56389	  0.42908	 25.67187	711.09003	 25.20	
  3.397	124.529	 25.66654	  8.91935	 12.51838	 13.25383	  7.95170	  0.37518	 25.69627	711.06000	 25.20	
  3.388	152.325	 25.64150	  8.01433	 13.49784	 12.28616	  8.90512	  0.33212	 25.67861	711.06000	 25.20	
  5.099	161.165	 25.48660	  6.44615	 14.93704	 12.24481	  8.56014	  0.16273	 25.69876	711.09003	 25.20	
  5.109	142.013	 25.47933	  7.09263	 14.10788	 13.41619	  7.40872	  0.17138	 25.68056	711.09003	 25.30	
  5.095	123.033	 25.49549	  8.09173	 12.97622	 14.39734	  6.54716	  0.23361	 25.69669	711.06000	 25.30	
  5.105	104.191	 25.53186	  9.31357	 11.72129	 14.94443	  6.11247	  0.28365	 25.69376	711.14001	 25.30	
  5.093	 85.207	 25.54836	 10.65192	 10.38466	 14.99122	  6.09346	  0.33453	 25.69936	711.01001	 25.30	
  5.104	 66.290	 25.56162	 11.97466	  9.13685	 14.58066	  6.47388	  0.38472	 25.69073	711.14001	 25.30	
  5.094	 47.331	 25.60126	 13.22224	  8.12117	 13.71487	  7.28459	  0.42607	 25.69689	711.12000	 25.30	
  5.089	 28.397	 25.60534	 14.09188	  7.42664	 12.55593	  8.38570	  0.44677	 25.69354	711.03998	 25.40	
  5.096	  9.576	 25.61611	 14.58818	  7.05223	 11.25557	  9.65756	  0.42906	 25.69227	711.01001	 25.40	
  5.096	 -9.576	 25.62353	 14.51389	  7.15528	  9.89079	 11.02884	  0.41125	 25.70109	711.02002	 25.40	
  5.089	-28.397	 25.62397	 13.94864	  7.62583	  8.68501	 12.36655	  0.36574	 25.69661	711.04999	 25.40	
  5.094	-47.331	 25.60327	 12.96839	  8.44804	  7.69412	 13.46995	  0.33430	 25.68795	711.03998	 25.40	
  5.104	-66.290	 25.58491	 11.71735	  9.55753	  7.07378	 14.16741	  0.29718	 25.69306	711.09998	 25.40	
  5.093	-85.207	 25.56891	 10.41203	 10.85640	  6.83373	 14.43085	  0.26766	 25.69765	711.02002	 25.40	
  5.105	-104.191	 25.54709	  9.12624	 12.18183	  6.95879	 14.22309	  0.23059	 25.68514	711.07001	 25.40	
  5.095	-123.033	 25.53096	  7.92757	 13.42317	  7.50198	 13.56065	  0.21114	 25.68861	711.04999	 25.50	
  5.109	-142.013	 25.52024	  6.99623	 14.43419	  8.38314	 12.56012	  0.17347	 25.71241	711.07001	 25.50	
  5.099	-161.165	 25.48996	  6.41546	 15.14848	  9.57605	 11.24656	  0.17035	 25.69710	711.01001	 25.50	
  5.100	180.000	 25.49221	  6.22005	 15.33040	 10.89852	  9.87927	  0.16699	 25.70238	711.00000	 25.50	
  6.800	180.000	 25.23516	  4.76400	 16.63945	 10.68131	  9.55025	 -0.03942	 25.69836	711.09003	 25.50	
  6.796	-166.229	 25.24373	  4.88648	 16.53461	  9.39722	 10.89298	 -0.00713	 25.71563	711.06000	 25.50	
  6.808	-152.311	 25.25522	  5.29027	 16.05961	  8.15201	 12.22226	 -0.01345	 25.69841	710.98999	 25.50	
  6.795	-138.383	 25.29414	  5.97294	 15.22226	  7.11467	 13.44141	 -0.01728	 25.71848	711.02002	 25.50	
  6.792	-124.591	 25.30840	  6.85474	 14.16669	  6.36259	 14.37361	  0.00559	 25.70842	711.06000	 25.60	
  6.787	-110.754	 25.34206	  7.94076	 12.95377	  5.74841	 15.16861	  0.02203	 25.71826	711.04999	 25.60	
  6.800	-96.985	 25.36481	  9.15398	 11.71860	  5.37362	 15.61831	  0.01201	 25.72213	710.92999	 25.60	
  6.800	-83.015	 25.37955	 10.44109	 10.37032	  5.50984	 15.73204	  0.04057	 25.71540	710.92999	 25.60	
  6.787	-69.246	 25.39718	 11.71664	  9.13870	  5.72813	 15.46257	  0.08021	 25.70961	711.00000	 25.60	
  6.792	-55.409	 25.41833	 13.02184	  8.01130	  6.09205	 14.81616	  0.12285	 25.70239	711.04999	 25.60	
  6.795	-41.617	 25.43557	 14.14673	  7.05587	  6.83711	 13.94201	  0.17215	 25.70671	711.07001	 25.60	
  6.808	-27.689	 25.45293	 15.08991	  6.28203	  7.79612	 12.82820	  0.20233	 25.72296	711.06000	 25.60	
