FileType=PCF
NHL=14
Date=03/12/19	10:59:29
Facility=APL
Serial=16071-11
Customer=NASA
NP=6
Mach=0.300000
Calibration=1:1
CalPts=490
TstPts=95
PortNumbering=AP Standard
Units=Torr C m/s kg/m^3 deg mm 
Theta[deg]	Phi[deg]	P1[Torr]	P2[Torr]	P3[Torr]	P4[Torr]	P5[Torr]	P6[Torr]	Pt[Torr]	Ps[Abs,Torr]	Ts[C]	
  0.000	  0.000	 42.63375	 18.40357	 18.19898	 18.57765	 17.33550	  0.88101	 42.54848	712.28998	 34.80	
  1.691	128.401	 42.60826	 16.82773	 19.58920	 20.32523	 15.46163	  0.83618	 42.53402	712.35999	 34.80	
  1.692	 77.194	 42.60020	 18.77846	 17.59879	 20.81693	 14.88302	  0.88747	 42.52522	712.29999	 34.80	
  1.699	 26.182	 42.58644	 20.43811	 15.99788	 19.56292	 16.18487	  0.91448	 42.52152	712.26001	 34.70	
  1.699	-26.182	 42.61156	 20.50897	 16.04213	 17.51179	 18.29754	  0.89481	 42.53589	712.28998	 34.70	
  1.692	-77.194	 42.60892	 18.90852	 17.63621	 16.18257	 19.62677	  0.83328	 42.53311	712.16998	 34.70	
  1.691	-128.401	 42.61626	 16.91590	 19.62427	 16.62634	 19.14742	  0.79134	 42.53884	712.26001	 34.60	
  1.700	180.000	 42.61760	 15.98518	 20.53167	 18.46371	 17.26140	  0.79324	 42.54277	712.25000	 34.60	
  3.400	180.000	 42.52351	 13.43246	 22.75861	 18.22112	 17.04913	  0.62482	 42.51206	712.23999	 34.60	
  3.388	-152.325	 42.54209	 14.02241	 22.21234	 16.07901	 19.28028	  0.63092	 42.50844	712.28998	 34.50	
  3.397	-124.529	 42.57129	 15.51460	 20.69190	 14.40448	 21.11323	  0.65670	 42.53018	712.28003	 34.50	
  3.399	-96.763	 42.54469	 17.65509	 18.52346	 13.60987	 21.91454	  0.69172	 42.50042	712.21997	 34.50	
  3.394	-69.283	 42.54808	 19.90098	 16.34805	 13.91990	 21.62826	  0.74416	 42.50367	712.29999	 34.50	
  3.400	-41.398	 42.54044	 21.82863	 14.49892	 15.17519	 20.28522	  0.80728	 42.51164	712.22998	 34.40	
  3.401	-14.021	 42.51156	 22.87171	 13.45304	 17.22075	 18.23564	  0.86124	 42.52103	712.16998	 34.40	
  3.401	 14.021	 42.45748	 22.80502	 13.38760	 19.48332	 15.85415	  0.87541	 42.48811	712.09003	 34.40	
  3.400	 41.398	 42.44250	 21.65779	 14.39715	 21.50842	 13.78908	  0.86936	 42.48726	712.08002	 34.30	
  3.394	 69.283	 42.41286	 19.68093	 16.21310	 22.82554	 12.51060	  0.83106	 42.47247	712.28998	 34.30	
  3.399	 96.763	 42.40847	 17.43882	 18.42353	 23.08241	 12.25710	  0.77170	 42.47105	712.27002	 34.30	
  3.397	124.529	 42.43203	 15.36345	 20.58499	 22.21579	 13.09695	  0.71175	 42.45793	712.28003	 34.20	
  3.388	152.325	 42.45393	 13.84723	 22.15499	 20.42522	 14.84470	  0.64972	 42.46743	712.33002	 34.20	
  5.099	161.165	 42.23917	 11.28209	 24.45482	 20.16318	 14.33615	  0.41040	 42.45877	712.33002	 34.20	
  5.109	142.013	 42.20617	 12.20623	 23.28580	 22.34718	 12.27888	  0.45209	 42.47402	712.27002	 34.20	
  5.095	123.033	 42.15747	 13.71415	 21.51799	 23.99962	 10.94362	  0.51289	 42.44614	712.22998	 34.10	
  5.105	104.191	 42.10271	 15.85658	 19.29956	 25.00655	 10.05816	  0.54568	 42.43581	712.22998	 34.10	
  5.093	 85.207	 42.11959	 18.21336	 16.96746	 25.25115	  9.89424	  0.62079	 42.47258	712.21002	 34.10	
  5.104	 66.290	 42.12871	 20.53948	 14.75150	 24.68752	 10.40051	  0.67357	 42.48305	712.16998	 34.10	
  5.094	 47.331	 42.10326	 22.60769	 12.87834	 23.34033	 11.54415	  0.72242	 42.44479	712.25000	 34.00	
  5.089	 28.397	 42.13549	 24.10077	 11.61376	 21.42887	 13.24365	  0.75362	 42.44028	712.27002	 34.00	
  5.096	  9.576	 42.17854	 24.94126	 10.92630	 19.22354	 15.47365	  0.74300	 42.45345	712.23999	 34.00	
  5.096	 -9.576	 42.22354	 25.01561	 10.95109	 16.92978	 17.87971	  0.71968	 42.45731	712.29999	 34.00	
  5.089	-28.397	 42.27047	 24.28082	 11.67282	 14.73835	 20.20370	  0.67969	 42.46605	712.28003	 33.90	
  5.094	-47.331	 42.28053	 22.84083	 13.00025	 12.81254	 22.13156	  0.62072	 42.45120	712.21997	 33.90	
  5.104	-66.290	 42.30167	 20.82210	 14.84305	 11.60813	 23.46452	  0.56876	 42.44715	712.28003	 33.90	
  5.093	-85.207	 42.32517	 18.57327	 17.02751	 11.05767	 24.04798	  0.51995	 42.44677	712.20001	 33.80	
  5.105	-104.191	 42.35638	 16.23347	 19.41007	 11.20664	 23.86232	  0.46982	 42.45481	712.12000	 33.80	
  5.095	-123.033	 42.33094	 14.03119	 21.53965	 12.11302	 22.85501	  0.43234	 42.43454	712.14001	 33.80	
  5.109	-142.013	 42.30844	 12.33295	 23.30719	 13.59654	 21.20418	  0.41643	 42.42992	712.10999	 33.80	
  5.099	-161.165	 42.27525	 11.31424	 24.45937	 15.58913	 18.97275	  0.39872	 42.41273	712.03998	 33.70	
  5.100	180.000	 42.23532	 10.99188	 24.84326	 17.83755	 16.70927	  0.39462	 42.41800	712.19000	 33.70	
  6.800	180.000	 41.90568	  8.62459	 26.86117	 17.38299	 16.26442	  0.11455	 42.42227	712.17999	 33.70	
  6.796	-166.229	 41.95996	  8.88800	 26.60090	 15.18182	 18.58381	  0.10201	 42.44197	712.06000	 33.70	
  6.808	-152.311	 41.99372	  9.59668	 25.76392	 13.07601	 20.82731	  0.11838	 42.42741	712.17999	 33.60	
  6.795	-138.383	 42.01310	 10.82750	 24.40977	 11.37359	 22.75540	  0.14382	 42.41901	712.20001	 33.60	
  6.792	-124.591	 42.00879	 12.31838	 22.65121	 10.03987	 24.29462	  0.06162	 42.39799	712.32001	 33.60	
  6.787	-110.754	 41.99743	 14.24512	 20.60038	  9.15889	 25.39814	  0.16549	 42.40239	712.15997	 33.60	
  6.800	-96.985	 42.00602	 16.46240	 18.38165	  8.66983	 26.01517	  0.19135	 42.42088	712.10999	 33.60	
  6.800	-83.015	 41.97913	 18.74834	 16.09050	  8.67931	 26.00392	  0.22054	 42.41962	712.20001	 33.50	
  6.787	-69.246	 41.96792	 20.96469	 13.96246	  9.16223	 25.43068	  0.27294	 42.42209	712.21002	 33.50	
  6.792	-55.409	 41.91724	 23.05766	 12.08231	 10.06142	 24.34118	  0.33857	 42.40637	712.19000	 33.50	
  6.795	-41.617	 41.87646	 24.74920	 10.53993	 11.43640	 22.78944	  0.38527	 42.39537	712.10999	 33.50	
  6.808	-27.689	 41.81821	 26.01730	  9.35210	 13.28639	 20.81464	  0.43026	 42.39096	712.17999	 33.40	
  6.796	-13.771	 41.79159	 26.79452	  8.64879	 15.39822	 18.54829	  0.39917	 42.40640	712.37000	 33.40	
  6.800	  0.000	 41.72604	 27.05263	  8.33799	 17.66305	 16.12930	  0.52416	 42.39859	712.26001	 33.40	
  6.796	 13.771	 41.70382	 26.68287	  8.62349	 19.92406	 13.88836	  0.40856	 42.40328	712.33002	 33.40	
  6.808	 27.689	 41.66901	 25.82168	  9.26100	 22.09701	 11.91196	  0.52703	 42.41866	712.34998	 33.40	
  6.795	 41.617	 41.62830	 24.45656	 10.38561	 23.99254	 10.23473	  0.36619	 42.40514	712.17999	 33.40	
  6.792	 55.409	 41.60364	 22.68642	 11.90094	 25.51741	  8.90868	  0.46056	 42.39143	712.27002	 33.40	
  6.787	 69.246	 41.61348	 20.58514	 13.80434	 26.62696	  7.98731	  0.29114	 42.41404	712.27002	 33.40	
  6.800	 83.015	 41.59354	 18.28044	 15.95082	 27.22545	  7.48280	  0.32148	 42.40127	712.37000	 33.30	
  6.800	 96.985	 41.60078	 15.95154	 18.27626	 27.18099	  7.53635	  0.26407	 42.38339	712.35999	 33.30	
  6.787	110.754	 41.66387	 13.80012	 20.51749	 26.56365	  8.03480	  0.26562	 42.42086	712.26001	 33.30	
  6.792	124.591	 41.69328	 11.95796	 22.57906	 25.40355	  8.90188	  0.13592	 42.39589	712.29999	 33.30	
  6.795	138.383	 41.72773	 10.53829	 24.30701	 23.88081	 10.17858	  0.18025	 42.38559	712.34003	 33.30	
  6.808	152.311	 41.79624	  9.46527	 25.69382	 21.94042	 11.92786	  0.14099	 42.40927	712.27002	 33.30	
  6.796	166.229	 41.84919	  8.83715	 26.54937	 19.64494	 13.89174	  0.05083	 42.41140	712.28003	 33.30	
  8.491	168.704	 41.36155	  6.44363	 28.52486	 19.20382	 13.33795	 -0.29270	 42.40769	712.31000	 33.20	
  8.502	157.493	 41.27800	  6.87593	 27.79475	 21.53793	 11.38465	 -0.40530	 42.38900	712.29999	 33.20	
  8.494	146.194	 41.24996	  7.75609	 26.61396	 23.67317	  9.46935	 -0.16622	 42.40602	712.38000	 33.20	
  8.495	135.039	 41.20284	  8.94941	 25.12732	 25.42292	  7.92872	 -0.13129	 42.40841	712.29999	 33.20	
  8.487	123.723	 41.13803	 10.46651	 23.25164	 27.02098	  6.66953	 -0.31316	 42.41037	712.26001	 33.20	
  8.492	112.575	 41.07273	 12.17884	 21.18390	 28.20480	  5.79796	 -0.24507	 42.39983	712.35999	 33.20	
  8.510	101.220	 41.01175	 14.24274	 18.86954	 28.99808	  5.20788	 -0.08759	 42.40395	712.40002	 33.20	
  8.500	 90.000	 40.98610	 16.55068	 16.55607	 29.27299	  5.01643	 -0.22812	 42.39124	712.29999	 33.10	
  8.510	 78.780	 40.96297	 18.89899	 14.26948	 29.06669	  5.13745	 -0.16466	 42.40348	712.37000	 33.10	
  8.492	 67.425	 40.96485	 21.25506	 12.13475	 28.30705	  5.68743	 -0.13499	 42.40408	712.28998	 33.10	
  8.487	 56.277	 40.96568	 23.33913	 10.30812	 27.14389	  6.65982	 -0.09695	 42.38370	712.32001	 33.10	
  8.495	 44.961	 41.01891	 25.21353	  8.73254	 25.59356	  7.94720	 -0.01738	 42.41468	712.34998	 33.10	
  8.494	 33.806	 41.02078	 26.72515	  7.48077	 23.79703	  9.45833	  0.04686	 42.38771	712.38000	 33.10	
  8.502	 22.507	 41.04815	 27.94973	  6.54822	 21.70996	 11.29844	  0.05951	 42.38103	712.35999	 33.00	
  8.491	 11.296	 41.10077	 28.72660	  6.05961	 19.44242	 13.37470	  0.05416	 42.38590	712.37000	 33.00	
  8.500	  0.000	 41.15283	 29.06163	  5.88872	 17.13967	 15.53538	  0.06206	 42.40341	712.35999	 33.00	
  8.491	-11.296	 41.20381	 28.84198	  6.12050	 14.82740	 18.01063	  0.04228	 42.38958	712.34998	 33.00	
  8.502	-22.507	 41.26091	 28.17348	  6.67254	 12.64845	 20.36680	 -0.01787	 42.39506	712.37000	 33.00	
  8.494	-33.806	 41.29479	 27.00608	  7.60250	 10.74277	 22.49208	 -0.07008	 42.37496	712.32001	 33.00	
  8.495	-44.961	 41.36444	 25.54626	  8.87859	  9.20609	 24.34846	 -0.10572	 42.38614	712.37000	 33.00	
  8.487	-56.277	 41.38917	 23.75767	 10.46764	  7.89411	 25.91080	 -0.06019	 42.36966	712.28998	 33.00	
  8.492	-67.425	 41.42379	 21.72031	 12.29095	  6.98868	 27.06781	 -0.08749	 42.39209	712.40002	 32.90	
  8.510	-78.780	 41.44902	 19.46513	 14.37321	  6.40752	 27.85174	 -0.15139	 42.38344	712.50000	 32.90	
  8.500	-90.000	 41.46384	 17.15899	 16.63735	  6.21529	 28.07080	 -0.14519	 42.37290	712.42999	 32.90	
  8.510	-101.220	 41.47640	 14.84983	 19.00459	  6.37612	 27.83601	 -0.30506	 42.36081	712.46002	 32.90	
  8.492	-112.575	 41.52363	 12.69079	 21.31394	  6.99473	 27.04832	 -0.22353	 42.37872	712.40997	 32.90	
