FileType=PCF
NHL=14
Date=10/23/18	15:01:55
Facility=APL
Serial=16328-5
Customer=NASA
NP=6
Mach=0.200000
Calibration=1:1
CalPts=490
TstPts=95
PortNumbering=AP Standard
Units=Torr C m/s kg/m^3 deg mm 
Theta[deg]	Phi[deg]	P1[Torr]	P2[Torr]	P3[Torr]	P4[Torr]	P5[Torr]	P6[Torr]	Pt[Torr]	Ps[Abs,Torr]	Ts[C]	
  0.000	  0.000	 19.64730	 10.35521	  9.81516	  9.86027	 10.21967	  0.12308	 19.63184	707.94598	 31.40	
  1.691	128.401	 19.64370	  9.70472	 10.43212	 10.64817	  9.45177	  0.11249	 19.62689	707.91101	 31.50	
  1.692	 77.194	 19.65357	 10.58252	  9.61611	 10.84155	  9.28344	  0.11587	 19.64619	707.91199	 31.50	
  1.699	 26.182	 19.66357	 11.26300	  8.98122	 10.28293	  9.75308	  0.11050	 19.64643	708.05103	 31.50	
  1.699	-26.182	 19.64983	 11.23947	  8.97230	  9.42849	 10.62913	  0.10397	 19.63993	708.00500	 31.50	
  1.692	-77.194	 19.64099	 10.52700	  9.58067	  8.90024	 11.19160	  0.09595	 19.62765	707.94702	 31.50	
  1.691	-128.401	 19.62469	  9.67778	 10.40366	  9.09485	 10.97188	  0.09898	 19.61084	707.09998	 31.60	
  1.700	180.000	 19.64429	  9.31917	 10.83093	  9.83817	 10.19479	  0.11330	 19.63209	707.90002	 31.60	
  3.400	180.000	 19.61382	  8.23729	 11.83170	  9.79529	 10.11169	  0.07980	 19.63917	707.97302	 31.60	
  3.388	-152.325	 19.64410	  8.47103	 11.60095	  8.92023	 11.08016	  0.07440	 19.66669	707.72900	 31.60	
  3.397	-124.529	 19.62020	  9.07477	 10.88735	  8.19723	 11.82876	  0.06851	 19.64765	707.96198	 31.60	
  3.399	-96.763	 19.61314	  9.96408	  9.93443	  7.84039	 12.19946	  0.05173	 19.64516	707.94897	 31.60	
  3.394	-69.283	 19.60851	 10.91966	  9.06475	  7.93995	 12.05742	  0.04024	 19.63611	707.97601	 31.60	
  3.400	-41.398	 19.62393	 11.77513	  8.32254	  8.48221	 11.47400	  0.04848	 19.65001	707.89203	 31.50	
  3.401	-14.021	 19.65686	 12.29866	  7.89402	  9.30527	 10.60288	  0.05647	 19.68306	707.96198	 31.50	
  3.401	 14.021	 19.65953	 12.32773	  7.89371	 10.24007	  9.65638	  0.06351	 19.67955	708.00897	 31.50	
  3.400	 41.398	 19.63086	 11.83429	  8.32376	 11.12540	  8.85674	  0.06869	 19.64774	707.93799	 31.40	
  3.394	 69.283	 19.66770	 11.02286	  9.09961	 11.74696	  8.36637	  0.07689	 19.67345	707.93799	 31.40	
  3.399	 96.763	 19.66570	 10.05817	  9.97330	 11.88825	  8.26343	  0.07440	 19.67153	707.95203	 31.40	
  3.397	124.529	 19.64811	  9.16172	 10.89814	 11.52851	  8.58295	  0.08050	 19.66429	708.03497	 31.30	
  3.388	152.325	 19.62170	  8.48567	 11.58633	 10.74699	  9.26309	  0.07974	 19.63721	707.98102	 31.30	
  5.099	161.165	 19.52379	  7.32275	 12.59895	 10.67237	  9.09287	 -0.00839	 19.63706	707.97900	 31.40	
  5.109	142.013	 19.55890	  7.78310	 12.12122	 11.60734	  8.26928	 -0.00851	 19.66428	707.97900	 31.40	
  5.095	123.033	 19.54988	  8.52199	 11.29359	 12.33547	  7.61080	 -0.02367	 19.65041	707.98499	 31.40	
  5.105	104.191	 19.55385	  9.41221	 10.33621	 12.76730	  7.24014	 -0.01072	 19.64447	707.89801	 31.40	
  5.093	 85.207	 19.57005	 10.41669	  9.40346	 12.82903	  7.15395	 -0.02675	 19.65377	707.98901	 31.40	
  5.104	 66.290	 19.53832	 11.39340	  8.47509	 12.55568	  7.34555	 -0.01203	 19.63131	708.05200	 31.40	
  5.094	 47.331	 19.56063	 12.28786	  7.66067	 11.96654	  7.88314	 -0.00216	 19.66058	708.05701	 31.40	
  5.089	 28.397	 19.56670	 12.93427	  7.06929	 11.11069	  8.66037	 -0.01601	 19.67579	707.97699	 31.40	
  5.096	  9.576	 19.56331	 13.24855	  6.78023	 10.11628	  9.55220	 -0.02469	 19.67335	708.05701	 31.40	
  5.096	 -9.576	 19.53426	 13.22075	  6.74684	  9.15786	 10.45229	 -0.05031	 19.65480	707.97101	 31.40	
  5.089	-28.397	 19.52281	 12.85124	  7.05485	  8.23788	 11.42114	 -0.06558	 19.64129	707.97101	 31.40	
  5.094	-47.331	 19.52273	 12.18103	  7.63522	  7.44621	 12.29308	 -0.07851	 19.65642	707.94598	 31.40	
  5.104	-66.290	 19.51414	 11.29171	  8.44150	  6.90182	 12.86941	 -0.08508	 19.65241	707.91998	 31.40	
  5.093	-85.207	 19.51259	 10.29549	  9.35885	  6.68442	 13.13608	 -0.05250	 19.65112	707.97101	 31.40	
  5.105	-104.191	 19.52029	  9.31720	 10.31546	  6.78578	 13.05778	 -0.06095	 19.65902	707.99298	 31.40	
  5.095	-123.033	 19.51195	  8.41124	 11.28375	  7.18540	 12.63905	 -0.04347	 19.65043	707.98901	 31.40	
  5.109	-142.013	 19.54304	  7.73551	 12.09937	  7.84979	 11.94227	 -0.03552	 19.67293	707.95697	 31.40	
  5.099	-161.165	 19.51105	  7.28746	 12.60214	  8.73914	 10.97086	 -0.02481	 19.63895	708.02399	 31.40	
  5.100	180.000	 19.53529	  7.17324	 12.79699	  9.67909	  9.99694	  0.01359	 19.66045	707.93597	 31.40	
  6.800	180.000	 19.37989	  6.01350	 13.71586	  9.52302	  9.84179	 -0.12461	 19.67572	708.05200	 31.40	
  6.796	-166.229	 19.34248	  6.09302	 13.55766	  8.54982	 10.79340	 -0.13306	 19.63980	708.07599	 31.40	
  6.808	-152.311	 19.33676	  6.36669	 13.18948	  7.60024	 11.76450	 -0.14089	 19.65007	707.93903	 31.40	
  6.795	-138.383	 19.34425	  6.86825	 12.60316	  6.80018	 12.60996	 -0.14475	 19.66693	708.00800	 31.40	
