FileType=PCF
NHL=14
Date=08/29/17	09:49:30
Facility=APL
Serial=16328-13
Customer=NASA
NP=6
Mach=0.050000
Calibration=1:1
CalPts=490
TstPts=95
PortNumbering=AP Standard
Units=Torr C m/s kg/m^3 deg mm 
Theta[deg]	Phi[deg]	P1[Torr]	P2[Torr]	P3[Torr]	P4[Torr]	P5[Torr]	P6[Torr]	Pt[Torr]	Ps[Abs,Torr]	Ts[C]	
  0.000	  0.000	  1.29890	  0.69266	  0.67285	  0.68306	  0.69569	  0.00841	  1.29026	705.39502	 23.80	
  1.691	128.401	  1.29556	  0.65461	  0.70714	  0.71410	  0.65925	  0.00808	  1.28674	705.59802	 23.80	
  1.692	 77.194	  1.29509	  0.70360	  0.65388	  0.72761	  0.64305	  0.00744	  1.28683	705.35699	 23.80	
  1.699	 26.182	  1.29157	  0.74360	  0.61377	  0.69108	  0.67058	  0.00688	  1.28325	705.48199	 23.80	
  1.699	-26.182	  1.29537	  0.74351	  0.61898	  0.64043	  0.72398	  0.00708	  1.28559	705.48297	 23.80	
  1.692	-77.194	  1.29717	  0.70300	  0.65391	  0.61546	  0.75783	  0.00768	  1.28799	705.53601	 23.80	
  1.691	-128.401	  1.29668	  0.65476	  0.70477	  0.62380	  0.74586	  0.00708	  1.28833	705.32202	 23.80	
  1.700	180.000	  1.30159	  0.63868	  0.73235	  0.67091	  0.69859	  0.00791	  1.29211	705.34698	 23.80	
  3.400	180.000	  1.29765	  0.56792	  0.79682	  0.66359	  0.69367	  0.00590	  1.29096	705.28601	 23.80	
  3.388	-152.325	  1.29887	  0.58035	  0.78171	  0.60768	  0.75463	  0.00526	  1.29252	705.36700	 23.80	
  3.397	-124.529	  1.30077	  0.61751	  0.73936	  0.56642	  0.80332	  0.00440	  1.29447	705.34802	 23.80	
  3.399	-96.763	  1.29460	  0.66870	  0.67704	  0.54474	  0.82223	  0.00362	  1.28900	705.30200	 23.80	
  3.394	-69.283	  1.29723	  0.73075	  0.62006	  0.55290	  0.81591	  0.00341	  1.29156	705.28601	 23.80	
  3.400	-41.398	  1.29172	  0.78006	  0.57043	  0.58141	  0.77589	  0.00403	  1.28642	705.35901	 23.80	
  3.401	-14.021	  1.29420	  0.81224	  0.54565	  0.63026	  0.72287	  0.00340	  1.28868	705.37799	 23.80	
  3.401	 14.021	  1.29253	  0.81282	  0.54331	  0.69064	  0.65999	  0.00391	  1.28607	705.33301	 23.80	
  3.400	 41.398	  1.28874	  0.78260	  0.56658	  0.74462	  0.60711	  0.00459	  1.28211	705.37799	 23.80	
  3.394	 69.283	  1.28538	  0.72747	  0.61255	  0.77897	  0.57374	  0.00425	  1.27890	705.41302	 23.80	
  3.399	 96.763	  1.28997	  0.66952	  0.67449	  0.78954	  0.57106	  0.00389	  1.28214	705.37097	 23.80	
  3.397	124.529	  1.29427	  0.61772	  0.73544	  0.76922	  0.59269	  0.00406	  1.28703	705.29498	 23.80	
  3.388	152.325	  1.29733	  0.58338	  0.78021	  0.72364	  0.63509	  0.00496	  1.28989	705.41602	 23.80	
  5.099	161.165	  1.29041	  0.50648	  0.84680	  0.71928	  0.62110	  0.00134	  1.28830	705.54999	 23.80	
  5.109	142.013	  1.29553	  0.53789	  0.81722	  0.78090	  0.57019	  0.00058	  1.29271	705.38098	 23.80	
  5.095	123.033	  1.29509	  0.58118	  0.76598	  0.82589	  0.53165	 -0.00050	  1.29191	705.39600	 23.80	
  5.105	104.191	  1.28770	  0.63234	  0.70083	  0.84814	  0.50542	 -0.00121	  1.28366	705.44702	 23.80	
  5.093	 85.207	  1.29948	  0.70258	  0.64109	  0.86185	  0.50402	 -0.00132	  1.29722	705.38202	 23.80	
  5.104	 66.290	  1.28554	  0.75809	  0.57377	  0.83604	  0.51136	 -0.00161	  1.28382	705.48499	 23.80	
  5.094	 47.331	  1.28770	  0.81454	  0.52378	  0.79900	  0.54358	 -0.00174	  1.28528	705.50500	 23.80	
  5.089	 28.397	  1.29323	  0.85830	  0.49086	  0.74949	  0.59331	 -0.00212	  1.29195	705.53601	 23.80	
  5.096	  9.576	  1.28978	  0.87814	  0.47104	  0.68544	  0.65067	 -0.00136	  1.28991	705.43298	 23.80	
  5.096	 -9.576	  1.28301	  0.87197	  0.46945	  0.61717	  0.71219	 -0.00195	  1.28319	705.49597	 23.80	
  5.089	-28.397	  1.27952	  0.84657	  0.48869	  0.55969	  0.77109	 -0.00159	  1.28054	705.33301	 23.80	
  5.094	-47.331	  1.28219	  0.80598	  0.52506	  0.51399	  0.82595	 -0.00266	  1.28421	705.36700	 23.80	
  5.104	-66.290	  1.27883	  0.74791	  0.57294	  0.48097	  0.86085	 -0.00391	  1.27975	705.34802	 23.80	
  5.093	-85.207	  1.27497	  0.68366	  0.63097	  0.46572	  0.87543	 -0.00383	  1.27687	705.47498	 23.80	
  5.105	-104.191	  1.27721	  0.62180	  0.69743	  0.47104	  0.87099	 -0.00436	  1.27953	705.37000	 23.80	
  5.095	-123.033	  1.27705	  0.56744	  0.75699	  0.49467	  0.84339	 -0.00205	  1.27737	705.34198	 23.80	
  5.109	-142.013	  1.27841	  0.52455	  0.80781	  0.53398	  0.79859	 -0.00009	  1.27789	705.44000	 23.80	
  5.099	-161.165	  1.28753	  0.50226	  0.84601	  0.59175	  0.74470	  0.00140	  1.28530	705.41199	 23.80	
  5.100	180.000	  1.28934	  0.49570	  0.85759	  0.65339	  0.68187	  0.00220	  1.28658	705.40399	 23.80	
  6.800	180.000	  1.27936	  0.42078	  0.91780	  0.64180	  0.67020	 -0.00416	  1.28686	705.34003	 23.80	
  6.796	-166.229	  1.28057	  0.42650	  0.91173	  0.58201	  0.73384	 -0.00474	  1.28957	705.35602	 23.80	
  6.808	-152.311	  1.27734	  0.44345	  0.88507	  0.52360	  0.79304	 -0.00566	  1.28742	705.27698	 23.80	
  6.795	-138.383	  1.27933	  0.47632	  0.84886	  0.47498	  0.85089	 -0.00647	  1.28935	705.32202	 23.80	
  6.792	-124.591	  1.27792	  0.51857	  0.79679	  0.43628	  0.89448	 -0.00882	  1.29000	705.38202	 23.80	
  6.787	-110.754	  1.26876	  0.56652	  0.73336	  0.40760	  0.91951	 -0.01085	  1.28103	705.33099	 23.80	
  6.800	-96.985	  1.26789	  0.62530	  0.67102	  0.39428	  0.93494	 -0.01174	  1.28081	705.49200	 23.80	
  6.800	-83.015	  1.26602	  0.68818	  0.60604	  0.39381	  0.93344	 -0.01161	  1.27963	705.46100	 23.80	
  6.787	-69.246	  1.27282	  0.75326	  0.54996	  0.40908	  0.92199	 -0.01193	  1.28640	705.44897	 23.80	
  6.792	-55.409	  1.27361	  0.81229	  0.49798	  0.43538	  0.89175	 -0.01059	  1.28836	705.40198	 23.80	
  6.795	-41.617	  1.27550	  0.86415	  0.45483	  0.47398	  0.84838	 -0.00953	  1.28944	705.45697	 23.80	
  6.808	-27.689	  1.27068	  0.90040	  0.41976	  0.52025	  0.79031	 -0.00897	  1.28412	705.44299	 23.80	
  6.796	-13.771	  1.26956	  0.92433	  0.39894	  0.57590	  0.72850	 -0.00717	  1.28256	705.50800	 23.80	
  6.800	  0.000	  1.27012	  0.93434	  0.39163	  0.63649	  0.66633	 -0.00880	  1.28172	705.41199	 23.80	
  6.796	 13.771	  1.26775	  0.92504	  0.39715	  0.69768	  0.60340	 -0.00732	  1.27745	705.47198	 23.80	
  6.808	 27.689	  1.27342	  0.90611	  0.41761	  0.76155	  0.54839	 -0.00715	  1.28362	705.53101	 23.80	
  6.795	 41.617	  1.28427	  0.87482	  0.45439	  0.82280	  0.50396	 -0.00790	  1.29306	705.43201	 23.80	
  6.792	 55.409	  1.28474	  0.82564	  0.49831	  0.86770	  0.46645	 -0.00849	  1.29228	705.45697	 23.80	
  6.787	 69.246	  1.27372	  0.76112	  0.54709	  0.89228	  0.43589	 -0.00852	  1.28097	705.49103	 23.80	
  6.800	 83.015	  1.27472	  0.70012	  0.60628	  0.90949	  0.42364	 -0.00887	  1.28119	705.39301	 23.80	
  6.800	 96.985	  1.27469	  0.63629	  0.66984	  0.90893	  0.42376	 -0.00964	  1.27987	705.52802	 23.80	
  6.787	110.754	  1.27943	  0.57970	  0.73541	  0.89644	  0.43967	 -0.00800	  1.28476	705.50598	 23.80	
  6.792	124.591	  1.27467	  0.52618	  0.79134	  0.86151	  0.46476	 -0.00702	  1.28025	705.45203	 23.80	
  6.795	138.383	  1.26960	  0.48143	  0.83853	  0.81469	  0.50032	 -0.00660	  1.27514	705.44702	 23.80	
  6.808	152.311	  1.27556	  0.44946	  0.88207	  0.76424	  0.54949	 -0.00454	  1.28180	705.50299	 23.80	
  6.796	166.229	  1.27219	  0.42768	  0.90386	  0.70192	  0.60415	 -0.00358	  1.27833	705.47998	 23.80	
  8.491	168.704	  1.26115	  0.35214	  0.96285	  0.69075	  0.58820	 -0.01130	  1.28190	705.45099	 23.80	
