FileType=PCF
NHL=14
Date=08/29/17	09:13:37
Facility=APL
Serial=16328-13
Customer=NASA
NP=6
Mach=0.100000
Calibration=1:1
CalPts=490
TstPts=95
PortNumbering=AP Standard
Units=Torr C m/s kg/m^3 deg mm 
Theta[deg]	Phi[deg]	P1[Torr]	P2[Torr]	P3[Torr]	P4[Torr]	P5[Torr]	P6[Torr]	Pt[Torr]	Ps[Abs,Torr]	Ts[C]	
  0.000	  0.000	  4.97883	  2.63814	  2.54527	  2.56325	  2.65558	  0.03832	  4.97577	705.38702	 23.40	
  1.691	128.401	  4.97660	  2.49935	  2.66164	  2.72978	  2.46601	  0.03401	  4.97213	705.34399	 23.40	
  1.692	 77.194	  4.97328	  2.68139	  2.47322	  2.76004	  2.42874	  0.03374	  4.97120	705.33002	 23.40	
  1.699	 26.182	  4.98467	  2.83127	  2.33626	  2.66876	  2.52302	  0.03158	  4.98368	705.35699	 23.40	
  1.699	-26.182	  4.98708	  2.83693	  2.32181	  2.45316	  2.74001	  0.02920	  4.98447	705.29999	 23.40	
  1.692	-77.194	  4.98807	  2.66570	  2.47492	  2.33275	  2.87799	  0.02791	  4.98497	705.27197	 23.40	
  1.691	-128.401	  4.99282	  2.46945	  2.68810	  2.37802	  2.83401	  0.03097	  4.99167	705.31097	 23.40	
  1.700	180.000	  4.99045	  2.40680	  2.77312	  2.56353	  2.63523	  0.03297	  4.98724	705.28302	 23.40	
  3.400	180.000	  4.97431	  2.12384	  3.01948	  2.51381	  2.61367	  0.02491	  4.97656	705.30603	 23.40	
  3.388	-152.325	  4.99263	  2.17482	  2.96962	  2.29646	  2.86136	  0.02046	  4.99823	705.35400	 23.40	
  3.397	-124.529	  4.97487	  2.31044	  2.79058	  2.12362	  3.03869	  0.01395	  4.98282	705.19299	 23.40	
  3.399	-96.763	  4.97215	  2.52227	  2.55739	  2.04519	  3.12656	  0.01030	  4.98265	705.34198	 23.50	
  3.394	-69.283	  4.97282	  2.76013	  2.32205	  2.07223	  3.09363	  0.01118	  4.98285	705.16498	 23.40	
  3.400	-41.398	  4.98031	  2.97140	  2.13850	  2.19846	  2.95404	  0.01558	  4.98904	705.19098	 23.50	
  3.401	-14.021	  4.97552	  3.08972	  2.03578	  2.39185	  2.73571	  0.01631	  4.98422	705.18799	 23.50	
  3.401	 14.021	  4.97448	  3.09360	  2.03874	  2.63145	  2.49165	  0.01788	  4.98157	705.20697	 23.50	
  3.400	 41.398	  5.00172	  2.99795	  2.14989	  2.86800	  2.30296	  0.02320	  5.00638	705.18103	 23.40	
  3.394	 69.283	  4.98986	  2.78629	  2.33199	  2.99920	  2.18297	  0.01520	  4.99357	705.25403	 23.40	
  3.399	 96.763	  4.99152	  2.55103	  2.56222	  3.03132	  2.16216	  0.01727	  4.99597	705.30200	 23.40	
  3.397	124.529	  4.98028	  2.33459	  2.78689	  2.93742	  2.22810	  0.01861	  4.98269	705.26801	 23.40	
  3.388	152.325	  4.98458	  2.19287	  2.96020	  2.75439	  2.39145	  0.02129	  4.98596	705.17297	 23.40	
  5.099	161.165	  4.97658	  1.89287	  3.23431	  2.74323	  2.34778	  0.00637	  4.99926	705.29999	 23.40	
  5.109	142.013	  4.97661	  2.00574	  3.10249	  2.97579	  2.13540	  0.00379	  5.00207	705.19800	 23.40	
  5.095	123.033	  4.98295	  2.18140	  2.90555	  3.15466	  1.98748	  0.00094	  5.00372	705.22900	 23.40	
  5.105	104.191	  4.96902	  2.39145	  2.65692	  3.25451	  1.88997	 -0.00420	  4.98822	705.33002	 23.40	
  5.093	 85.207	  4.97752	  2.64422	  2.40667	  3.28110	  1.87525	 -0.00397	  4.99798	705.28302	 23.40	
  5.104	 66.290	  4.95763	  2.88197	  2.15970	  3.20423	  1.91547	 -0.00420	  4.98163	705.35400	 23.40	
  5.094	 47.331	  4.95898	  3.10044	  1.96118	  3.05587	  2.04029	 -0.00145	  4.98687	705.42902	 23.40	
  5.089	 28.397	  4.95436	  3.25767	  1.81954	  2.84690	  2.22478	  0.00068	  4.98626	705.45502	 23.40	
  5.096	  9.576	  4.96148	  3.34766	  1.74948	  2.60800	  2.45879	 -0.00234	  4.99623	705.35699	 23.40	
  5.096	 -9.576	  4.96592	  3.34637	  1.74902	  2.35474	  2.71750	 -0.00192	  5.00277	705.40198	 23.40	
  5.089	-28.397	  4.94344	  3.23874	  1.82022	  2.12031	  2.94650	 -0.00305	  4.98176	705.49902	 23.40	
  5.094	-47.331	  4.95248	  3.07966	  1.96528	  1.93919	  3.16182	 -0.00551	  4.99239	705.29102	 23.50	
  5.104	-66.290	  4.94914	  2.85801	  2.16314	  1.81030	  3.31154	 -0.01167	  4.98925	705.42603	 23.50	
  5.093	-85.207	  4.95794	  2.61292	  2.40703	  1.75794	  3.38329	 -0.01377	  4.99786	705.39502	 23.40	
  5.105	-104.191	  4.95964	  2.36332	  2.66603	  1.77629	  3.36350	 -0.01101	  5.00061	705.23798	 23.40	
  5.095	-123.033	  4.96858	  2.15127	  2.90942	  1.87314	  3.25861	 -0.00474	  5.00393	705.50800	 23.40	
  5.109	-142.013	  4.96355	  1.97708	  3.10363	  2.03064	  3.07137	 -0.00016	  4.99638	705.32599	 23.40	
  5.099	-161.165	  4.95613	  1.86956	  3.22652	  2.24090	  2.83410	  0.00767	  4.98214	705.39801	 23.40	
  5.100	180.000	  4.96274	  1.84216	  3.27275	  2.48488	  2.58626	  0.00794	  4.98756	705.43701	 23.40	
  6.800	180.000	  4.93884	  1.55568	  3.52002	  2.44563	  2.54918	 -0.01654	  5.00413	705.42700	 23.40	
  6.796	-166.229	  4.92028	  1.56753	  3.47688	  2.19551	  2.78855	 -0.01618	  4.98845	705.36200	 23.40	
  6.808	-152.311	  4.91544	  1.63906	  3.38256	  1.97189	  3.02710	 -0.02056	  4.98800	705.43201	 23.40	
  6.795	-138.383	  4.91714	  1.76347	  3.23159	  1.77611	  3.24684	 -0.02769	  4.99446	705.42401	 23.40	
  6.792	-124.591	  4.89854	  1.92606	  3.02301	  1.61935	  3.41041	 -0.03318	  4.97905	705.36200	 23.40	
  6.787	-110.754	  4.91228	  2.13859	  2.80058	  1.52039	  3.54187	 -0.03986	  4.99767	705.38702	 23.40	
  6.800	-96.985	  4.89912	  2.36324	  2.54907	  1.46101	  3.59731	 -0.04965	  4.98618	705.25500	 23.40	
  6.800	-83.015	  4.89919	  2.61659	  2.29315	  1.46259	  3.59643	 -0.04812	  4.98576	705.32599	 23.40	
  6.787	-69.246	  4.90605	  2.86627	  2.06113	  1.51802	  3.53784	 -0.04466	  4.99577	705.30902	 23.40	
  6.792	-55.409	  4.89735	  3.09091	  1.84819	  1.61740	  3.41114	 -0.04182	  4.99000	705.23798	 23.40	
  6.795	-41.617	  4.91646	  3.30296	  1.67984	  1.77532	  3.24868	 -0.03977	  5.00710	705.35400	 23.50	
  6.808	-27.689	  4.90942	  3.45389	  1.54464	  1.96557	  3.02259	 -0.03188	  4.99706	705.26099	 23.40	
  6.796	-13.771	  4.90172	  3.54494	  1.46235	  2.18431	  2.77841	 -0.02780	  4.98861	705.42700	 23.50	
  6.800	  0.000	  4.90030	  3.57912	  1.43548	  2.42302	  2.52926	 -0.03117	  4.98119	705.26801	 23.40	
  6.796	 13.771	  4.92422	  3.56753	  1.46537	  2.68522	  2.29516	 -0.02995	  5.00233	705.34802	 23.40	
  6.808	 27.689	  4.90219	  3.46240	  1.53497	  2.91152	  2.06243	 -0.02701	  4.97608	705.45099	 23.40	
  6.795	 41.617	  4.92023	  3.32021	  1.67362	  3.13420	  1.87884	 -0.03187	  4.98815	705.33698	 23.40	
  6.792	 55.409	  4.92324	  3.12881	  1.84826	  3.31196	  1.72914	 -0.03276	  4.98709	705.40100	 23.40	
  6.787	 69.246	  4.94576	  2.91393	  2.06566	  3.44916	  1.63618	 -0.02899	  5.00740	705.28802	 23.40	
  6.800	 83.015	  4.92611	  2.66042	  2.29237	  3.50359	  1.57799	 -0.03367	  4.98513	705.29199	 23.40	
  6.800	 96.985	  4.94560	  2.41820	  2.55378	  3.51698	  1.58643	 -0.03574	  5.00234	705.35101	 23.40	
  6.787	110.754	  4.93958	  2.18515	  2.79744	  3.44863	  1.64097	 -0.03088	  4.99748	705.19800	 23.40	
  6.792	124.591	  4.92918	  1.97385	  3.02426	  3.31873	  1.73997	 -0.02804	  4.98640	705.25201	 23.50	
  6.795	138.383	  4.93564	  1.80311	  3.22912	  3.14754	  1.89030	 -0.02451	  4.99398	705.28497	 23.50	
