FileType=PCF
NHL=14
Date=05/29/19	16:16:05
Facility=APL
Serial=16071-5
Customer=NASA
NP=6
Mach=0.550000
Calibration=1:1
CalPts=490
TstPts=95
PortNumbering=AP Standard
Units=Torr C m/s kg/m^3 deg mm 
Theta[deg]	Phi[deg]	P1[Torr]	P2[Torr]	P3[Torr]	P4[Torr]	P5[Torr]	P6[Torr]	Pt[Torr]	Ps[Abs,Torr]	Ts[C]	
  0.000	  0.000	159.91479	 76.19063	 76.07630	 73.39113	 76.08233	  5.95466	159.78114	701.28998	 44.20	
  1.691	128.401	159.86098	 71.44768	 80.59256	 79.18595	 70.09284	  5.86835	159.74605	701.32001	 44.20	
  1.692	 77.194	159.93864	 77.58177	 74.35965	 80.93587	 68.51090	  5.90695	159.81787	701.25000	 44.20	
  1.699	 26.182	159.98997	 82.66270	 68.99953	 77.01155	 72.46516	  5.88593	159.88953	701.15997	 44.30	
  1.699	-26.182	160.00694	 82.87438	 68.91675	 69.96510	 79.03263	  5.79684	159.89346	701.07001	 44.30	
  1.692	-77.194	160.00491	 77.68949	 74.21065	 65.57538	 83.10413	  5.73461	159.90350	701.13000	 44.30	
  1.691	-128.401	160.03288	 71.59508	 80.60898	 66.92601	 81.86743	  5.75642	159.93582	701.19000	 44.40	
  1.700	180.000	160.08463	 68.74531	 83.70971	 73.10700	 76.16128	  5.80347	159.99069	701.21002	 44.40	
  3.400	180.000	159.76218	 60.59352	 91.30448	 72.29132	 75.77671	  5.32968	159.94333	701.17999	 44.50	
  3.388	-152.325	159.79471	 62.68076	 89.29439	 64.93288	 82.49203	  5.30502	159.96393	701.15002	 44.50	
  3.397	-124.529	159.79402	 67.50747	 84.03602	 58.78889	 88.12937	  5.30112	159.95676	701.19000	 44.60	
  3.399	-96.763	159.88794	 74.28300	 77.08711	 56.49067	 90.80654	  5.25999	160.04660	701.19000	 44.60	
  3.394	-69.283	159.88310	 81.08626	 69.93742	 57.56619	 89.67229	  5.29361	160.00082	701.15997	 44.60	
  3.400	-41.398	159.97118	 86.72706	 63.23111	 62.24357	 85.10476	  5.30277	160.07475	701.15997	 44.60	
  3.401	-14.021	159.99550	 89.97442	 59.92159	 69.51498	 78.69984	  5.34894	160.05771	701.23999	 44.60	
  3.401	 14.021	160.05746	 89.89407	 59.99698	 77.36338	 71.32826	  5.45062	160.10980	701.25000	 44.70	
  3.400	 41.398	160.03799	 86.58845	 63.43076	 83.82946	 65.32534	  5.53405	160.09061	701.31000	 44.80	
  3.394	 69.283	160.12375	 80.79585	 70.29089	 88.10053	 61.64944	  5.57581	160.19067	701.17999	 44.80	
  3.399	 96.763	160.10477	 73.85045	 77.57774	 88.87241	 60.83285	  5.58698	160.17247	701.16998	 44.90	
  3.397	124.529	160.11974	 67.15257	 84.50176	 85.80041	 63.34439	  5.50854	160.21286	701.16998	 44.90	
  3.388	152.325	160.08362	 62.53794	 89.64761	 79.78797	 68.73417	  5.37618	160.22134	701.16998	 44.90	
  5.099	161.165	159.35965	 53.91027	 97.33302	 78.94762	 67.79359	  4.72070	160.18953	701.20001	 44.90	
  5.109	142.013	159.44063	 57.15789	 93.70626	 86.13053	 61.35807	  4.80472	160.23575	701.21997	 44.90	
  5.095	123.033	159.52643	 62.53521	 87.74942	 91.89667	 56.96627	  4.95374	160.23389	701.20001	 44.90	
  5.105	104.191	159.56671	 69.29822	 80.59795	 95.46220	 54.28611	  4.99374	160.25609	701.19000	 44.90	
  5.093	 85.207	159.67126	 76.76312	 73.07954	 96.31895	 53.72388	  5.04581	160.31560	701.20001	 45.00	
  5.104	 66.290	159.68317	 83.77363	 64.90791	 94.48601	 55.46528	  5.03266	160.28433	701.21997	 45.00	
  5.094	 47.331	159.64128	 89.78522	 58.51608	 90.12823	 59.13892	  5.00136	160.26813	701.16998	 45.00	
  5.089	 28.397	159.67201	 94.43127	 54.11384	 84.12157	 64.31156	  4.93433	160.28352	701.28998	 45.00	
  5.096	  9.576	159.69380	 97.29459	 51.69244	 76.86166	 70.55744	  4.85604	160.29416	701.21997	 45.00	
  5.096	 -9.576	159.71092	 97.52987	 51.61937	 68.81081	 78.06433	  4.82920	160.35455	701.19000	 45.00	
  5.089	-28.397	159.62918	 94.82156	 53.87739	 60.97925	 85.02653	  4.73946	160.29689	701.19000	 45.00	
  5.094	-47.331	159.62703	 90.20812	 58.13420	 54.91007	 91.45948	  4.75007	160.35129	701.14001	 45.00	
  5.104	-66.290	159.59412	 84.33778	 64.48882	 50.62928	 96.01099	  4.70548	160.36406	701.15997	 45.00	
  5.093	-85.207	159.57518	 77.40641	 72.77304	 48.47211	 97.89415	  4.73487	160.40289	701.17999	 45.00	
  5.105	-104.191	159.56706	 70.18810	 80.33136	 48.81486	 97.34949	  4.72648	160.42648	701.23999	 44.90	
  5.095	-123.033	159.50629	 63.36732	 87.33640	 51.80988	 94.35471	  4.68130	160.41504	701.16998	 44.90	
  5.109	-142.013	159.49765	 57.91153	 93.49851	 56.63961	 89.10876	  4.68738	160.40961	701.14001	 44.80	
  5.099	-161.165	159.52084	 54.26439	 97.35506	 63.86612	 82.36647	  4.69536	160.40584	701.21997	 44.90	
  5.100	180.000	159.56561	 52.91548	 98.68125	 71.50354	 75.23787	  4.66947	160.44200	701.17999	 44.90	
  6.800	180.000	158.33614	 44.98471	105.65807	 70.04529	 74.19658	  4.16673	160.46057	701.13000	 44.90	
  6.796	-166.229	158.31673	 45.98126	104.58293	 62.44802	 81.45625	  4.17909	160.44666	701.22998	 44.90	
  6.808	-152.311	158.29582	 48.49409	101.79755	 55.53888	 88.07832	  4.21788	160.47307	701.09003	 44.90	
  6.795	-138.383	158.28552	 52.62476	 97.17298	 49.48306	 94.38760	  4.21455	160.46594	701.13000	 45.00	
  6.792	-124.591	158.39995	 58.02531	 91.27306	 44.76535	 99.39050	  4.19007	160.53293	701.15002	 45.00	
  6.787	-110.754	158.37703	 64.26534	 84.41564	 41.59657	102.68810	  4.19933	160.49875	700.97998	 45.10	
  6.800	-96.985	158.41168	 71.12952	 77.21841	 40.00354	104.61329	  4.24849	160.51622	701.00000	 45.20	
  6.800	-83.015	158.47830	 78.40070	 69.59946	 40.24585	104.47435	  4.23938	160.53363	701.12000	 45.30	
  6.787	-69.246	158.51891	 85.28114	 61.71990	 41.98460	102.58317	  4.24978	160.53372	701.07001	 45.30	
  6.792	-55.409	158.60138	 91.13798	 55.14557	 45.45953	 99.17882	  4.30349	160.52570	701.17999	 45.30	
  6.795	-41.617	158.63322	 96.98575	 50.18951	 50.47234	 93.88680	  4.32091	160.51044	701.09998	 45.30	
  6.808	-27.689	158.76671	101.45644	 46.63927	 56.97434	 87.24496	  4.35375	160.55359	701.13000	 45.30	
