FileType=PCF
NHL=14
Date=10/25/18	11:00:11
Facility=APL
Serial=16328-1
Customer=NASA
NP=6
Mach=0.100000
Calibration=1:1
CalPts=490
TstPts=95
PortNumbering=AP Standard
Units=Torr C m/s kg/m^3 deg mm 
Theta[deg]	Phi[deg]	P1[Torr]	P2[Torr]	P3[Torr]	P4[Torr]	P5[Torr]	P6[Torr]	Pt[Torr]	Ps[Abs,Torr]	Ts[C]	
  0.000	  0.000	  4.96966	  2.66950	  2.53542	  2.55914	  2.64746	  0.03834	  4.96702	711.54199	 14.80	
  1.691	128.401	  4.96888	  2.52425	  2.67933	  2.73991	  2.46002	  0.03716	  4.96592	711.64398	 14.70	
  1.692	 77.194	  4.98148	  2.72397	  2.48852	  2.78898	  2.42336	  0.03732	  4.97909	711.54199	 14.70	
  1.699	 26.182	  4.97810	  2.86564	  2.32818	  2.66242	  2.52829	  0.03223	  4.97683	711.62201	 14.70	
  1.699	-26.182	  4.96771	  2.85093	  2.32009	  2.43510	  2.73738	  0.02883	  4.96885	711.60400	 14.70	
  1.692	-77.194	  4.97510	  2.69923	  2.47694	  2.32061	  2.86533	  0.02892	  4.97541	711.63800	 14.70	
  1.691	-128.401	  4.97863	  2.50822	  2.68403	  2.37886	  2.81476	  0.03223	  4.97761	711.59601	 14.70	
  1.700	180.000	  4.96529	  2.42127	  2.77584	  2.55606	  2.64308	  0.03655	  4.96390	711.58398	 14.70	
  3.400	180.000	  4.96620	  2.16858	  2.99964	  2.52258	  2.62490	  0.02022	  4.96682	711.63098	 14.70	
  3.388	-152.325	  4.96858	  2.21161	  2.94642	  2.30642	  2.84866	  0.01794	  4.97368	711.63098	 14.70	
  3.397	-124.529	  4.95710	  2.33721	  2.78196	  2.13104	  3.01829	  0.01585	  4.96555	711.57599	 14.70	
  3.399	-96.763	  4.95978	  2.55113	  2.55195	  2.04200	  3.11381	  0.01289	  4.97054	711.64398	 14.70	
  3.394	-69.283	  4.94898	  2.77341	  2.31848	  2.05682	  3.07611	  0.01196	  4.95996	711.55798	 14.70	
  3.400	-41.398	  4.96764	  2.99657	  2.13372	  2.18343	  2.94618	  0.00987	  4.98080	711.61401	 14.70	
  3.401	-14.021	  4.97227	  3.11998	  2.03461	  2.38555	  2.73506	  0.01335	  4.98441	711.63800	 14.70	
  3.401	 14.021	  4.96457	  3.12373	  2.03186	  2.62191	  2.49238	  0.01613	  4.97346	711.62000	 14.70	
  3.400	 41.398	  4.96444	  3.02245	  2.13130	  2.84131	  2.28717	  0.01651	  4.97377	711.55701	 14.70	
  3.394	 69.283	  4.96742	  2.81466	  2.32873	  2.98932	  2.17077	  0.01965	  4.97237	711.61499	 14.70	
  3.399	 96.763	  4.97107	  2.58966	  2.55189	  3.02339	  2.15702	  0.02087	  4.97412	711.56598	 14.60	
  3.397	124.529	  4.97788	  2.38111	  2.78024	  2.94242	  2.23602	  0.02158	  4.98107	711.63898	 14.60	
  3.388	152.325	  4.97629	  2.22844	  2.94575	  2.76215	  2.40029	  0.02114	  4.97865	711.67902	 14.60	
  5.099	161.165	  4.95718	  1.92898	  3.20641	  2.74945	  2.34023	  0.00638	  4.97565	711.66302	 14.60	
  5.109	142.013	  4.96092	  2.03518	  3.08419	  2.97911	  2.13337	  0.00294	  4.98032	711.57898	 14.60	
  5.095	123.033	  4.95082	  2.20516	  2.88224	  3.15381	  1.96764	  0.00509	  4.97144	711.54199	 14.60	
  5.105	104.191	  4.94587	  2.42219	  2.64400	  3.25411	  1.87671	  0.00118	  4.96796	711.54401	 14.60	
  5.093	 85.207	  4.95471	  2.67709	  2.39614	  3.27323	  1.86340	  0.00061	  4.97894	711.59497	 14.60	
  5.104	 66.290	  4.95055	  2.92365	  2.15663	  3.20110	  1.90988	  0.00108	  4.97597	711.49597	 14.60	
  5.094	 47.331	  4.94393	  3.13587	  1.95712	  3.04557	  2.03344	  0.00052	  4.97338	711.44702	 14.60	
  5.089	 28.397	  4.93355	  3.28629	  1.81251	  2.82581	  2.21983	 -0.00250	  4.96659	711.45801	 14.60	
  5.096	  9.576	  4.93522	  3.36683	  1.73894	  2.58760	  2.44283	 -0.00332	  4.97158	711.50702	 14.60	
  5.096	 -9.576	  4.93705	  3.35989	  1.73767	  2.33199	  2.69881	 -0.00607	  4.97693	711.55200	 14.60	
  5.089	-28.397	  4.93743	  3.26702	  1.81419	  2.09977	  2.94170	 -0.00726	  4.97663	711.53400	 14.60	
  5.094	-47.331	  4.93846	  3.09848	  1.95805	  1.91882	  3.14885	 -0.00995	  4.97899	711.43597	 14.50	
  5.104	-66.290	  4.94306	  2.88416	  2.15453	  1.79732	  3.29851	 -0.01080	  4.98311	711.51099	 14.50	
  5.093	-85.207	  4.94211	  2.63389	  2.39527	  1.74730	  3.36216	 -0.01088	  4.97831	711.43103	 14.50	
  5.105	-104.191	  4.94562	  2.39198	  2.64620	  1.77686	  3.34234	 -0.00556	  4.97775	711.52002	 14.50	
  5.095	-123.033	  4.94761	  2.17808	  2.88097	  1.87074	  3.23939	 -0.00403	  4.97578	711.51801	 14.50	
  5.109	-142.013	  4.96179	  2.01164	  3.08899	  2.03730	  3.06974	 -0.00036	  4.98750	711.43103	 14.50	
  5.099	-161.165	  4.96930	  1.91416	  3.21961	  2.26501	  2.84002	 -0.00054	  4.99217	711.53101	 14.50	
  5.100	180.000	  4.97718	  1.89258	  3.26423	  2.51337	  2.58957	  0.00092	  4.99874	711.54999	 14.40	
  6.800	180.000	  4.92668	  1.59114	  3.49172	  2.46327	  2.53890	 -0.02479	  4.98634	711.45300	 14.40	
  6.796	-166.229	  4.91573	  1.59767	  3.45868	  2.21394	  2.77702	 -0.02943	  4.98185	711.41998	 14.40	
  6.808	-152.311	  4.93208	  1.66885	  3.38192	  1.98704	  3.02749	 -0.03205	  5.00601	711.51703	 14.30	
  6.795	-138.383	  4.91012	  1.78705	  3.21349	  1.78396	  3.23102	 -0.03084	  4.98742	711.54199	 14.30	
  6.792	-124.591	  4.91465	  1.95097	  3.02631	  1.63016	  3.40802	 -0.03512	  4.99554	711.47699	 14.30	
  6.787	-110.754	  4.91591	  2.16534	  2.79339	  1.51763	  3.53671	 -0.04014	  5.00037	711.41498	 14.20	
  6.800	-96.985	  4.90108	  2.39204	  2.53765	  1.45370	  3.59207	 -0.04105	  4.98710	711.42603	 14.20	
  6.800	-83.015	  4.91540	  2.64613	  2.29568	  1.45542	  3.60179	 -0.04495	  5.00465	711.47101	 14.20	
  6.787	-69.246	  4.90803	  2.88896	  2.05613	  1.50250	  3.53275	 -0.04880	  4.99845	711.38300	 14.20	
  6.792	-55.409	  4.90521	  3.11910	  1.84541	  1.59938	  3.40535	 -0.04527	  4.99330	711.46600	 14.20	
  6.795	-41.617	  4.90332	  3.31618	  1.67027	  1.74342	  3.23499	 -0.03904	  4.98997	711.42603	 14.20	
  6.808	-27.689	  4.89915	  3.47305	  1.53457	  1.93051	  3.01897	 -0.03917	  4.98739	711.45001	 14.20	
  6.796	-13.771	  4.89897	  3.57248	  1.45843	  2.16074	  2.77382	 -0.04043	  4.98369	711.48999	 14.20	
  6.800	  0.000	  4.90450	  3.61826	  1.42595	  2.40906	  2.52632	 -0.03386	  4.98915	711.45300	 14.10	
