FileType=PCF
NHL=14
Date=10/25/18	10:19:27
Facility=APL
Serial=16328-1
Customer=NASA
NP=6
Mach=0.250000
Calibration=1:1
CalPts=490
TstPts=95
PortNumbering=AP Standard
Units=Torr C m/s kg/m^3 deg mm 
Theta[deg]	Phi[deg]	P1[Torr]	P2[Torr]	P3[Torr]	P4[Torr]	P5[Torr]	P6[Torr]	Pt[Torr]	Ps[Abs,Torr]	Ts[C]	
  0.000	  0.000	 29.97849	 15.94759	 15.05808	 15.18538	 15.74859	  0.22846	 29.96294	711.28601	 15.70	
  1.691	128.401	 30.00046	 15.02427	 16.00705	 16.37180	 14.55292	  0.21478	 29.97800	711.25897	 15.70	
  1.692	 77.194	 30.01288	 16.33363	 14.69315	 16.66768	 14.23520	  0.20346	 30.00033	711.27698	 15.70	
  1.699	 26.182	 29.99337	 17.27064	 13.62323	 15.82187	 15.01139	  0.19876	 29.98270	711.24701	 15.80	
  1.699	-26.182	 30.00117	 17.20216	 13.64484	 14.45178	 16.34566	  0.20002	 29.98895	711.27802	 15.80	
  1.692	-77.194	 30.00747	 16.21103	 14.69567	 13.61719	 17.22371	  0.19486	 29.99587	711.21301	 15.80	
  1.691	-128.401	 29.96572	 14.90158	 15.99337	 13.90800	 16.91772	  0.19732	 29.94683	711.30902	 15.80	
  1.700	180.000	 30.00136	 14.38740	 16.58823	 15.17693	 15.75189	  0.21324	 29.97601	711.23102	 15.90	
  3.400	180.000	 30.00278	 12.68635	 18.13398	 15.10570	 15.65703	  0.16788	 30.02529	711.17200	 15.90	
  3.388	-152.325	 29.97860	 13.00677	 17.74255	 13.62612	 17.04935	  0.15650	 30.00526	711.26703	 15.90	
  3.397	-124.529	 29.91005	 13.93507	 16.70401	 12.42942	 18.13980	  0.14939	 29.95420	711.14203	 15.90	
  3.399	-96.763	 29.90870	 15.30922	 15.29643	 11.87075	 18.69234	  0.13503	 29.97405	711.22900	 15.90	
  3.394	-69.283	 29.90252	 16.70273	 13.80515	 12.06951	 18.47171	  0.12503	 29.97508	711.24200	 16.00	
  3.400	-41.398	 29.89849	 17.96183	 12.51866	 12.87871	 17.60176	  0.12468	 29.96753	711.20203	 16.00	
  3.401	-14.021	 29.90706	 18.76574	 11.83925	 14.21694	 16.24894	  0.13310	 29.98343	711.25897	 16.00	
  3.401	 14.021	 29.91411	 18.89417	 11.84566	 15.72351	 14.76779	  0.14035	 29.99007	711.22302	 16.00	
  3.400	 41.398	 29.93546	 18.23892	 12.53883	 17.05351	 13.47819	  0.14841	 29.99029	711.14600	 16.00	
  3.394	 69.283	 29.95089	 16.93047	 13.79650	 17.99080	 12.61834	  0.13215	 29.98036	711.20502	 16.10	
  3.399	 96.763	 29.89889	 15.52942	 15.25387	 18.16687	 12.42043	  0.15759	 29.91603	711.14502	 16.10	
  3.397	124.529	 29.93304	 14.11287	 16.68065	 17.68586	 13.02899	  0.14939	 29.94839	711.12903	 16.10	
  3.388	152.325	 30.01758	 13.13253	 17.76375	 16.60024	 14.19926	  0.15638	 30.03519	711.16199	 16.10	
  5.099	161.165	 29.84146	 11.20359	 19.35102	 16.46782	 13.91061	  0.07439	 29.96993	711.19397	 16.10	
  5.109	142.013	 29.82926	 11.91964	 18.57888	 17.86337	 12.51167	  0.06913	 29.95324	711.19598	 16.10	
  5.095	123.033	 29.81686	 13.12280	 17.31681	 18.94474	 11.47941	  0.04777	 29.95330	711.19397	 16.10	
  5.105	104.191	 29.85277	 14.59829	 15.90440	 19.63957	 10.81892	  0.03396	 30.00568	711.26099	 16.20	
  5.093	 85.207	 29.78237	 16.08947	 14.33875	 19.64868	 10.69339	  0.03509	 29.93734	711.32397	 16.20	
  5.104	 66.290	 29.78509	 17.47857	 12.83688	 19.23460	 11.05149	  0.03558	 29.95609	711.25299	 16.20	
  5.094	 47.331	 29.78031	 18.84924	 11.50900	 18.26495	 11.87070	  0.02248	 29.97205	711.22803	 16.20	
  5.089	 28.397	 29.75782	 19.79762	 10.62892	 16.99820	 13.05877	  0.02634	 29.97558	711.18903	 16.20	
  5.096	  9.576	 29.71283	 20.27282	 10.09747	 15.49857	 14.49421	  0.02716	 29.94351	711.17798	 16.20	
  5.096	 -9.576	 29.72618	 20.20936	 10.10151	 13.91679	 16.08420	 -0.01563	 29.96728	711.09198	 16.20	
  5.089	-28.397	 29.70292	 19.59968	 10.59776	 12.45498	 17.52098	  0.01340	 29.95182	711.10498	 16.20	
  5.094	-47.331	 29.69947	 18.61680	 11.48352	 11.26769	 18.80159	 -0.04524	 29.94988	711.08301	 16.30	
  5.104	-66.290	 29.71666	 17.24316	 12.78096	 10.48387	 19.72407	 -0.05079	 29.96992	711.14203	 16.30	
  5.093	-85.207	 29.72483	 15.80438	 14.31083	 10.13042	 20.15360	 -0.01698	 29.97399	711.12903	 16.30	
  5.105	-104.191	 29.69773	 14.28043	 15.84513	 10.27227	 19.99719	 -0.06666	 29.92272	711.17297	 16.30	
  5.095	-123.033	 29.75978	 12.92133	 17.31003	 10.93764	 19.37116	  0.01577	 29.97382	711.18103	 16.30	
  5.109	-142.013	 29.75590	 11.73287	 18.59888	 11.95513	 18.28646	  0.03159	 29.94171	711.10199	 16.30	
  5.099	-161.165	 29.79860	 11.04248	 19.31981	 13.35824	 16.92666	  0.04270	 29.96127	711.08899	 16.30	
  5.100	180.000	 29.81199	 10.89035	 19.57378	 14.92858	 15.41118	  0.04877	 29.95848	711.05701	 16.30	
  6.800	180.000	 29.60667	  9.24594	 20.97658	 14.70674	 15.11754	 -0.17356	 29.98944	711.08398	 16.30	
  6.796	-166.229	 29.60665	  9.35307	 20.82018	 13.19783	 16.60470	 -0.12624	 30.01051	711.13702	 16.30	
  6.808	-152.311	 29.56450	  9.80473	 20.19384	 11.73009	 18.04126	 -0.19104	 29.98840	711.15302	 16.30	
  6.795	-138.383	 29.54199	 10.48563	 19.31003	 10.50861	 19.32885	 -0.20771	 30.00046	711.04303	 16.40	
  6.792	-124.591	 29.47960	 11.51664	 18.07881	  9.51658	 20.37032	 -0.21953	 29.96550	711.05603	 16.40	
  6.787	-110.754	 29.47827	 12.88534	 16.69901	  8.86934	 21.12245	 -0.24305	 29.99035	711.02899	 16.40	
  6.800	-96.985	 29.42592	 14.33349	 15.17832	  8.43124	 21.48518	 -0.26683	 29.95743	711.12598	 16.40	
  6.800	-83.015	 29.43583	 15.79492	 13.65277	  8.40374	 21.51026	 -0.28652	 29.98046	711.15399	 16.40	
  6.787	-69.246	 29.40833	 17.22047	 12.14289	  8.71838	 21.07186	 -0.31314	 29.94860	711.11499	 16.40	
  6.792	-55.409	 29.42269	 18.60549	 10.83836	  9.34138	 20.32671	 -0.29979	 29.96235	711.13397	 16.40	
  6.795	-41.617	 29.41602	 19.82541	  9.77545	 10.22942	 19.25002	 -0.26698	 29.95353	711.08301	 16.40	
  6.808	-27.689	 29.44065	 20.82738	  8.91605	 11.42684	 17.97400	 -0.23448	 29.98826	711.15399	 16.40	
  6.796	-13.771	 29.43123	 21.40865	  8.46728	 12.84205	 16.48728	 -0.23793	 29.96639	711.14001	 16.40	
  6.800	  0.000	 29.45340	 21.66299	  8.29541	 14.38602	 14.99179	 -0.20421	 29.97995	711.16998	 16.40	
  6.796	 13.771	 29.42771	 21.48602	  8.49941	 15.87819	 13.48244	 -0.18761	 29.93786	711.08301	 16.40	
  6.808	 27.689	 29.46630	 21.00187	  8.97771	 17.36630	 12.04213	 -0.21458	 29.96322	711.11603	 16.40	
  6.795	 41.617	 29.47336	 20.10866	  9.78796	 18.70020	 10.82000	 -0.16666	 29.94756	711.08002	 16.40	
  6.792	 55.409	 29.52238	 18.93843	 10.87436	 19.80087	  9.96871	 -0.21945	 29.96924	711.15802	 16.40	
  6.787	 69.246	 29.55299	 17.59291	 12.16258	 20.58753	  9.34240	 -0.12267	 29.98098	711.12299	 16.40	
  6.800	 83.015	 29.52164	 16.22759	 13.61174	 21.00102	  9.00917	 -0.13489	 29.93523	711.13800	 16.50	
  6.800	 96.985	 29.54128	 14.72536	 15.17305	 21.05586	  9.02586	 -0.22289	 29.94297	711.10199	 16.50	
  6.787	110.754	 29.61903	 13.28064	 16.65794	 20.75500	  9.43405	 -0.20536	 30.00697	711.13702	 16.50	
  6.792	124.591	 29.60741	 11.85586	 18.03168	 20.02403	 10.05824	 -0.22437	 29.99039	711.15399	 16.50	
  6.795	138.383	 29.56863	 10.70582	 19.21633	 18.93684	 10.98103	 -0.16553	 29.94164	711.16400	 16.50	
  6.808	152.311	 29.57250	  9.95152	 20.14418	 17.64960	 12.17729	 -0.20702	 29.94368	711.16400	 16.50	
  6.796	166.229	 29.58335	  9.45207	 20.76526	 16.22291	 13.58381	 -0.14550	 29.95832	711.27399	 16.50	
  8.491	168.704	 29.22857	  7.68727	 22.09880	 15.92703	 13.14916	 -0.40063	 29.95251	711.16199	 16.50	
  8.502	157.493	 29.22409	  8.09152	 21.62307	 17.41326	 11.65779	 -0.40602	 29.94669	711.15302	 16.50	
  8.494	146.194	 29.26223	  8.74853	 20.84736	 18.82155	 10.39054	 -0.40586	 29.98453	711.10797	 16.50	
  8.495	135.039	 29.22313	  9.58401	 19.77678	 20.07823	  9.28298	 -0.42193	 29.95042	711.04102	 16.50	
  8.487	123.723	 29.21488	 10.64626	 18.47739	 21.10160	  8.43590	 -0.46104	 29.95091	711.08899	 16.60	
  8.492	112.575	 29.22067	 11.99546	 17.06166	 21.83788	  7.79791	 -0.48259	 29.96109	711.11603	 16.60	
  8.510	101.220	 29.18318	 13.59213	 15.55723	 22.28503	  7.34174	 -0.48810	 29.94647	711.11499	 16.60	
